facet
"{'mp-1184905', 'mp-75', 'mp-1079585'}"
"{'mp-1184905', 'mp-1079585', 'mp-2634'}"
"{'mp-1184905', 'mp-1029504', 'mp-2634'}"
"{'mp-1184905', 'mp-827', 'mp-1029504'}"
"{'mp-1184905', 'mp-129', 'mp-1029869'}"
"{'mp-1184905', 'mp-827', 'mp-1029869'}"
"{'mp-11462', 'mp-1184905', 'mp-14017'}"
"{'mp-1184905', 'mp-1080848', 'mp-827'}"
"{'mp-1184905', 'mp-1018027', 'mp-1080848'}"
"{'mp-1184905', 'mp-1018027', 'mp-33090'}"
"{'mp-1184905', 'mp-146', 'mp-1188283'}"
"{'mp-1184905', 'mp-33090', 'mp-1188283'}"
"{'mp-542374', 'mp-1184905', 'mp-1087476'}"
"{'mp-1184905', 'mp-1087476', 'mp-1185637'}"
"{'mp-1184905', 'mp-1185536', 'mp-1185637'}"
"{'mp-542374', 'mp-1184905', 'mp-22898'}"
"{'mp-101', 'mp-1184905', 'mp-463'}"
"{'mp-11462', 'mp-23193', 'mp-1184905'}"
"{'mp-1184905', 'mp-1184115', 'mp-1201270'}"
"{'mp-1184905', 'mp-463', 'mp-1211695'}"
"{'mp-1184905', 'mp-1201270', 'mp-17371'}"
"{'mp-1184905', 'mp-1211695', 'mp-17371'}"
"{'mp-1184905', 'mp-23193', 'mp-72'}"
"{'mp-1184905', 'mp-1747', 'mp-2'}"
"{'mp-101', 'mp-1184905', 'mp-14018'}"
"{'mp-1184905', 'mp-23251', 'mp-113'}"
"{'mp-101', 'mp-1184905', 'mp-1206920'}"
"{'mp-1184905', 'mp-28424', 'mp-1206920'}"
"{'mp-1184905', 'mp-145', 'mp-1211665'}"
"{'mp-1184905', 'mp-463', 'mp-1211665'}"
"{'mp-1184905', 'mp-21526', 'mp-23193'}"
"{'mp-1184905', 'mp-1211691', 'mp-11698'}"
"{'mp-1184905', 'mp-1211691', 'mp-463'}"
"{'mp-1184905', 'mp-1018122', 'mp-1202753'}"
"{'mp-1184905', 'mp-463', 'mp-1211645'}"
"{'mp-1211536', 'mp-1184905', 'mp-1202753'}"
"{'mp-1211536', 'mp-1184905', 'mp-1211645'}"
"{'mp-1184905', 'mp-1212010', 'mp-10658'}"
"{'mp-1184905', 'mp-1211654', 'mp-463'}"
"{'mp-1184905', 'mp-1211654', 'mp-1212010'}"
"{'mp-1184905', 'mp-23193', 'mp-1057315'}"
"{'mp-24084', 'mp-1184905', 'mp-113'}"
"{'mp-1184905', 'mp-8426', 'mp-134'}"
"{'mp-1184905', 'mp-23251', 'mp-8700'}"
"{'mp-1184905', 'mp-14018', 'mp-1217'}"
