chemsys
Zr-Li-Se
Sn-Li-Ce
Pd-H-Li
Sb-Li-Ce
Bi-Li-Ce
La-As-Li
La-Bi-Li
Sb-Li-Sm
Bi-Li-Y
N-Ru-Li
N-V-Li
N-Li-Sb
N-Os-Li
Li-Bi-Gd
Ge-Li-Tb
F-Au-Li
Bi-Li-Yb
Sb-Eu-Li
N-Li-Hf
Bi-Eu-Li
Pb-Li-Cd
Ir-Li-Al
Ga-Li-Y
F-Ag-Li
S-Cu-Li
Bi-Li-In
In-Li-Hg
Pb-Li-In
Li-Hg-Cd
Pa-Li-O
Pb-Ac-Li
Ge-Pt-Li
Mg-Au-Li
Mg-Pb-Li
Li-Al-Gd
Ga-Li-Pm
Pt-Li-Zn
Ni-Li-Zn
Ag-Li-Zn
Rh-Th-Li
Li-Rh-Gd
Sn-Li-Lu
Sn-Li-Sm
Li-Gd-Sn
Sn-Ho-Li
Ge-Ho-Li
F-Th-Li
F-Li-Sn
Ge-Li-Lu
Ge-Cu-Li
Ti-Li-Se
Tc-Li-O
Sn-Li-Pr
Pt-Li-O
Li-Hg-Yb
Ge-Li-Tm
Si-Cu-Li
S-Li-Sm
U-Li-I
S-Bi-Li
Sb-Li-Cd
Er-Br-Li
Mg-Tl-Li
Cu-Li-Zn
Mg-Li-Hg
Mg-Ga-Li
Ge-Pd-Li
Mg-As-Li
Tl-Pd-Li
Na-Au-Li
F-Pt-Li
Ge-Li-Y
As-Cu-Li
S-Li-Y
S-Li-Dy
S-Ho-Li
Tb-Li-Se
Ho-Li-Se
Er-Li-Se
Ge-Li-Sm
Si-Ni-Li
Sb-Ag-Li
Rh-Li-Sn
Li-In-Se
Pt-Li-In
Te-Li-In
Pb-Li-Ca
Pd-Li-In
Pb-Li-Yb
Sn-Ru-Li
F-Li-Mo
N-Th-Li
Na-Li-Se
N-Be-Li
Au-Li-I
Rh-Ga-Li
Nb-Cl-Li
Ag-Li-In
Au-Li-In
Sb-Au-Li
Sn-Au-Li
Li-Pd-Al
Li-Pt-Al
Cu-Ga-Li
Ir-Li-In
Sb-Pt-Li
Pd-Ga-Li
Sm-Li-Se
Pt-Ga-Li
Ge-Li-Ce
Sn-Li-Y
Sb-Na-Li
Ir-Ga-Li
S-Te-Li
Sn-Ag-Li
Si-Li-Nd
Li-In-Y
Sn-Rb-Li
N-Ti-Li
Li-Hf-O
N-Li-Zn
F-Li-W
F-Ge-Li
La-Li-Sb
As-Li-Nd
Mn-Pt-Li
Rh-Pb-Li
Tm-Li-In
Ho-Li-Hg
La-Pb-Li
Au-Ga-Li
Li-Al-Pm
Rh-Ta-Li
Ge-Li-Pm
Li-Rh-Al
As-Pd-Li
Tl-Er-Li
Tl-Ac-Li
Ir-Er-Li
Li-Al-Y
Er-Li-Hg
Li-Au-Al
Rh-Li-Ca
Ir-Li-Gd
Os-Li-Pm
Au-Li-Pm
Tl-Li-Pm
Sn-Li-Pm
Na-Bi-Li
Tl-Li-Sm
Li-Tl-Gd
Sc-Pt-Li
Li-Gd-In
Er-Li-In
Pd-Li-Cd
Tl-Ho-Li
Ge-Li-Pr
Tl-Li-Pr
Sn-Li-In
Li-Hg-Pr
Rh-Sc-Li
Si-Ru-Li
Zr-Pt-Li
Tl-Li-Y
Rh-Zr-Li
Au-Li-Zn
Au-Li-Zr
Ir-Li-Si
Th-Au-Li
Sn-Li-Ca
Pd-Au-Li
Tl-Li-Nd
Li-In-Nd
Si-Li-Yb
Pb-Li-Pr
Tl-Li-Dy
Rh-Li-Cd
Rh-Li-Tm
Pb-Sr-Li
Ga-Ni-Li
Pt-Li-Cd
Ir-Li-Y
Ir-Li-Zn
Ho-Os-Li
Li-Cu-Al
Ir-Li-Tb
Sn-Eu-Li
Li-Hg-Y
Li-Ni-Al
K-Li-Se
Np-Li-O
Rh-Li-Lu
Ti-Pt-Li
Ir-Nb-Li
Sb-Li-Zn
S-Sc-Li
Sb-Pd-Li
Sb-Li-Dy
Sb-Ho-Li
Sb-Li-Nd
Bi-Li-Pr
Sb-Li-Pr
Nb-Li-Se
N-Li-Sn
N-Li-In
Sn-Cu-Li
H-Pt-Li
F-Nb-Li
F-Os-Li
Ge-Li-Dy
La-Li-Sn
As-Li-Yb
As-Eu-Li
Sb-Li-Yb
Ge-Li-Nd
S-Re-Li
Tl-Li-Cd
Tl-Li-Hg
Bi-Li-Hg
Ag-Li-Cd
Ti-Pd-Li
Rh-Np-Li
Pt-Be-Li
Rh-Ac-Li
Li-Hg-Ce
Tl-Eu-Li
Li-Os-Gd
La-Tl-Li
Ni-Li-In
Tl-Li-Lu
Li-Ga-Gd
Th-Li-Hg
Ge-Li-La
Sn-Li-Nd
Sn-Li-Dy
Li-Ag-Al
Li-Hg-Ca
Sb-Li-Y
S-Zr-Li
S-Li-Hf
Si-Li-Sm
Si-Li-Pr
Fe-Br-Li
As-Ni-Li
Ge-Er-Li
S-Li-Tb
Si-Au-Li
Ir-Li-Sn
Ag-Ga-Li
Li-Ga-Al
In-Li-Cd
U-Br-Li
Rh-Li-In
F-Pd-Li
Ge-Li-Gd
S-Er-Li
Li-Gd-Se
Y-Li-Se
Se-Li-Dy
Sn-Li-Tm
Pt-B-Li
Ga-Li-Ru
Pd-B-Li
As-Co-Li
Ag-Li-O
Tl-Li-O
Rh-H-Li
N-Cl-Li
Ge-Au-Li
Sn-Ba-Li
Ag-Li-Pb
Pb-Pd-Li
N-U-Li
Ir-B-Li
Li-Te-Al
Te-Ga-Li
N-Sc-Li
Bi-Li-Ca
H-Be-Li
Rh-B-Li
Os-H-Li
S-Li-Mo
Li-Al-Se
As-Li-Ce
N-Li-Ce
Ir-Sc-Li
La-Li-Hg
Mn-Pd-Li
Li-Hg-Nd
Rh-Li-Sb
Si-Ac-Li
Ge-Li-Ir
Li-Hg-Dy
Pd-Li-Hg
Rh-Bi-Li
Ir-Li-Dy
Ir-Li-Pm
Ir-Li-Lu
Tl-Li-Tm
Rh-As-Li
Ir-Be-Li
Ir-Li-Hf
Ga-Ac-Li
Cu-Pd-Li
Ge-Ac-Li
Ir-Ac-Li
Ru-Ac-Li
Os-Li-Y
Tl-Sr-Li
Sc-Au-Li
Pt-Li-Pm
Pm-Li-Hg
Pm-Li-In
Pb-Li-Pm
Rh-Li-Pm
Si-Li-Pm
Mg-Ag-Li
Mg-Rh-Li
Nb-Rh-Li
Te-Ac-Li
Ir-Li-Yb
Rh-Li-Yb
Li-Hg-Tb
Ir-Ti-Li
Si-Pd-Li
Pt-Pa-Li
Sc-Pd-Li
Li-In-Dy
Ho-Li-In
Tl-Ag-Li
Tl-Bi-Li
Li-Hg-Sm
Ag-Li-Hg
Ag-Au-Li
Ac-Li-In
Sn-Ac-Li
Ir-Zr-Li
Ag-Pd-Li
Sn-Li-Yb
La-Li-In
Li-In-Pr
Sr-Li-Hg
Rh-Li-Hf
Au-Li-Cd
Tl-Li-Ca
Sn-Sr-Li
Ir-Li-Tm
Pd-Li-Zn
Tl-Li-Ce
Os-Li-Dy
Li-Cd-Ca
Rh-V-Li
Pt-Li-Hf
Rh-Li-Si
Au-Li-Lu
Ir-Ho-Li
Ir-V-Li
Ge-Ag-Li
Tl-Li-Tb
Zn-Li-Pm
Sn-Er-Li
F-Li-Al-Yb
Bi-Li-Sm
Cu-P-Li-Ce
Cu-P-Li-Y
N-P-Li-O
S-B-Li-O
Cu-P-Li-Yb
Zr-P-Li-O
N-Re-Ba-Li
N-Eu-B-Li
Li-H-C-Ca
S-Mn-Li-Sn
S-Au-Li-O
Si-Li-Ce
F-K-Sc-Li
K-Cl-Li-Lu
F-K-Tl-Li
F-K-Li-In
F-K-Ru-Li
F-K-Cr-Li
F-As-K-Li
K-Cl-Li-Sc
Li-Cl-Gd-Cs
Li-I-Cs-Y
Cl-Li-Cs-Sm
F-In-Li-Cs
Cl-Li-Cs-Dy
S-P-Li-Zn
Mg-Li-Si-O
Mn-Cr-Li-O
W-Li-Cs-O
Mg-Pt-Li-Sn
Ac-Li-Hg
Si-Pt-Li
Li-P-S-Al
S-Sn-Li-Cd
Ge-S-Li-Cd
Sc-Cl-Li-Cs
La-N-Li-C
Sb-Sr-Li-O
W-Li-In-O
Ir-Eu-Li-O
Ir-Sm-Li-O
Nb-Sr-Li-O
Sr-Ta-Li-O
Ir-Li-Nd-O
Ir-Pr-Li-O
W-Li-Lu-O
Y-Li-W-O
Ho-Li-W-O
Os-O-Li-Ca
O-Li-W-Dy
Sr-As-H-Li
P-Ba-Li-Cd
S-Mn-Li-O
F-Mg-Li-Al
Li-H-Mg-Al
F-Mn-V-Li
O-Ta-Li-Ca
As-Th-Li-O
Se-B-Li-O
N-K-H-Li
Ga-Se-Li-O
Ir-Li-La-O
Ge-H-Li-Ca
As-Zr-Li-O
Tl-Sc-Cl-Li
Rb-V-Cl-Li
F-Cr-Li-Cs
Ba-Li-I-O
F-Sr-Ga-Li
F-Sr-V-Li
F-Sr-Cr-Li
Rb-Ga-Li-O
F-Na-Er-Li
F-Na-Ti-Li
Ge-Mn-Li-O
Ge-Mg-Li-O
Ge-S-Li-Zn
F-V-Li-Cd
Li-Gd-W-O
Tb-Ru-Li-O
Li-H-N-C
Mn-Te-Li-O
W-Li-Tm-O
Sm-Li-W-O
Tb-Li-W-O
Tb-B-Li-O
F-Cr-Li-Cd
Li-S-Gd-O
Sc-Li-W-O
W-Li-Nd-O
S-Ga-Cr-Li
S-Cr-Li-In
N-Li-Nd-O
Te-Yb-Li-O
O-B-Li-Dy
Te-Li-Tm-O
N-Sm-Li-O
B-Li-Tm-O
Te-Pr-Li-O
Er-B-Li-O
Pr-B-Li-O
Sm-B-Li-O
Ho-Te-Li-O
Ru-Eu-Li-O
Te-Li-Lu-O
N-O-Li-Dy
K-Li-W-O
N-Li-Tm-O
N-Tb-Li-O
N-Y-Li-O
N-Yb-Li-O
Li-N-Gd-O
Eu-B-Li-O
Bi-Ba-Li-O
Ho-B-Li-O
Cu-P-Li-O
Mg-Sr-Li-Si
S-Rb-Li-Zn
S-Na-Li-Cd
F-Co-Mg-Li
F-Rh-Li-Zn
Ge-Rh-Li-O
Rh-Mn-Li-O
Li-P-B-C
Te-Co-Li-O
V-Li-Zn-O
F-Zr-Tl-Li
P-Li-Cd-Zn
Ge-Te-Li-O
S-P-Li-Nd
U-As-Li-O
S-Zn-Li-Cs
S-Mn-Li-Cs
Sb-Ga-Ba-Li
Te-Ba-Li-O
U-Ba-Li-O
La-Os-Li-O
F-Ga-Li-Ca
Ge-Ti-Li-O
F-Li-Al-Cs
F-Na-Sc-Li
F-Na-Cr-Li
Mg-S-Li-O
Y-B-Li-O
N-Ta-Li-O
Si-Li-Tm-O
Yb-B-Li-O
Ta-Ba-Li-O
Fe-Li-W-O
Si-Li-Zn-O
Ge-Ga-Li-O
K-Ga-Li-O
Ge-Li-In-O
Ge-K-Li-O
F-Be-Li-Cs
P-Li-Nd-O
Si-V-Li-O
Pr-Li-W-O
Rb-V-Li-O
La-O-Li-Mo
Ge-Pb-S-Li
Ge-Cr-Li-O
Cl-B-Li-O
H-Ba-Li
F-U-Li
Sb-P-Li-O
F-Mn-Ga-Li
Pb-Rb-Li-O
N-Na-H-Li
As-K-Li-In
S-V-Li-Cs
Na-Ga-Li-O
H-Eu-Li
Fe-As-Li-O
Ru-Ba-Li-O
Os-Ba-Li-O
As-Sc-Li-O
Mn-Na-Li-O
S-B-Li-Ba
F-Sr-Co-Li
Ir-Ba-Li-O
Sn-P-Li-O
Sn-Li-Zn-O
N-Pr-Li-O
S-Rb-Ta-Li
Rb-O-Li-Mo
F-Cr-Li-Ca
Nb-K-Li-O
Si-Li-Cd-O
Na-Li-W-O
O-B-Li-Ca
F-K-Li-Nd
Ba-Li-W-O
Ti-Ba-Li-O
S-Sr-B-Li
Si-Ba-Li-O
K-Li-I-O
Fe-Se-Li-O
Pb-Ti-Li-O
S-Rb-V-Li
O-Li-I-Mo
Nb-Bi-Li-O
K-Li-Pb-O
N-Er-Li-O
S-B-Li-Cs
F-Fe-Sr-Li
S-Pr-Li-O
S-Li-I-Sb
Te-V-Li-O
Mg-V-Li-O
Si-Ta-Li-O
F-Rb-Be-Li
