id,material_id,pretty_formula
866,mp-861896,LiHg2Pd
867,mp-861901,LiGaCu2
868,mp-861903,LiBiRh2
869,mp-861905,LiBiPd2
870,mp-861915,LiDy2Ir
871,mp-861930,LiPdAu2
872,mp-861932,LiZnAu2
873,mp-861947,LiPm2Ga
874,mp-861956,LiPm2Ir
875,mp-861964,LiLu2Ir
876,mp-861969,LiTmTl2
877,mp-862316,LiBePt2
878,mp-862318,LiAl2Ni
879,mp-862335,LiAsRh2
880,mp-862377,LiBe2Ir
881,mp-862610,LiHfIr2
882,mp-862613,LiAc2Ga
883,mp-862614,LiTm2Ru
884,mp-862657,LiCuPd2
885,mp-862667,LiAc2Ge
886,mp-862673,LiY2Ru
887,mp-862677,LiHoTl2
888,mp-862685,LiAc2Ir
889,mp-862686,LiAc2Ru
890,mp-862719,LiY2Os
891,mp-862737,LiHgPd2
892,mp-862746,Sr2LiTl
893,mp-862815,LiScAu2
894,mp-862842,LiPm2Pt
895,mp-862927,LiPmHg2
896,mp-862929,Li2PmAl
897,mp-862930,Li2PmIn
898,mp-862934,Li2PmTl
899,mp-862948,Li2PmPb
900,mp-863673,LiPm2Rh
901,mp-863675,LiPm2Ru
902,mp-863697,LiPm2Si
903,mp-863727,LiTiRh2
904,mp-864598,LiMg2Ag
905,mp-864601,LiMg2Rh
906,mp-864631,LiNbRh2
907,mp-864755,LiAcTe2
908,mp-864759,LiYb2Ir
909,mp-864762,LiMg2Zn
910,mp-864763,LiYb2Rh
911,mp-864768,LiSnIr2
912,mp-864784,LiSnRh2
913,mp-864804,LiTbHg2
914,mp-864930,LiTiIr2
915,mp-864997,LiSiPd2
916,mp-865029,LiPaRu2
917,mp-865046,LiPaPt2
918,mp-865175,LiEuTl2
919,mp-865184,LiScPd2
920,mp-865228,LiScPt2
921,mp-865231,LiScTl2
922,mp-865580,Li2DyIn
923,mp-865581,Li2DyTl
924,mp-865622,Li2HoIn
925,mp-865666,Li2TlAg
926,mp-865713,Li2TlBi
927,mp-865731,Li2HgPd
928,mp-865734,Li5(Cu2P3)2
929,mp-865795,LiSc2Ru
930,mp-865812,LiSmHg2
931,mp-865863,Li2TlPd
932,mp-865874,Li2AgHg
933,mp-865879,Li2AgAu
934,mp-865893,LiZr2Tc
935,mp-865897,Li2AcIn
936,mp-865913,Li2AcSn
937,mp-865925,LiZrIr2
938,mp-865959,LiHo2Ru
939,mp-865963,LiGaAg2
940,mp-865965,Li2CaSi
941,mp-865987,Li2AgPd
942,mp-866019,LiNdTl2
943,mp-866058,LiGd2Ru
944,mp-866180,Li2YbPb
945,mp-866192,Li2YbSn
946,mp-866193,Li2LaIn
947,mp-866195,Li2LaTl
948,mp-866196,Li2PrIn
949,mp-866200,Li2SmTl
950,mp-866669,Sr17(Li2Hg3)3
951,mp-867111,LiDy2Ru
952,mp-867148,LiHfRh2
953,mp-867160,LiCd2Au
954,mp-867167,LiCa2Tl
955,mp-867170,LiGaPt2
956,mp-867171,SrLi2Sn
957,mp-867196,LiCd2Pd
958,mp-867204,LiCd2Ag
959,mp-867211,LiCa2In
960,mp-867220,LiTm2Ir
961,mp-867250,LiZn2Pd
962,mp-867252,LiZn2Ni
963,mp-867265,LiTm2Os
964,mp-867287,LiInAu2
965,mp-867293,LiCo2Si
966,mp-867295,LiCeTl2
967,mp-867776,LiDy2Os
968,mp-867803,LiCa2Cd
969,mp-867807,LiYTl2
970,mp-867813,LiLa2Os
971,mp-867820,LiAlPd2
972,mp-867829,LiVRh2
973,mp-867834,LiHfPt2
974,mp-867872,LiCdAg2
975,mp-867877,LiCdAu2
976,mp-867902,LiSiRh2
977,mp-867903,LiLuAu2
978,mp-867913,LiHo2Ir
979,mp-867924,LiCdPd2
980,mp-867927,LiVIr2
981,mp-8751,RbLiS
982,mp-8892,LiInF4
983,mp-9143,LiPF6
984,mp-9144,LiAsF6
985,mp-9158,LiCuO2
986,mp-9197,Li3AsO4
987,mp-9250,RbLiSe
988,mp-9472,LiAg2Ge
989,mp-9607,Li2UO4
990,mp-975044,Li(SiRh)2
991,mp-976114,Li2CdHg
992,mp-976333,Li2AcTl
993,mp-977380,LiMg2Pd
994,mp-977399,LiMgPd2
995,mp-977542,LiTbTl2
996,mp-983444,LiPmZn2
997,mp-984635,LiErSn
998,mp-985583,Li3PS4
999,mp-996959,LiAuO2
1000,mp-996962,LiAgO2
1001,mp-10103,LiYbAlF6
1002,mp-1018780,Li3SmBi2
1003,mp-1018784,LiCe(CuP)2
1004,mp-1018791,LiY(CuP)2
1005,mp-1019716,CsLi4(BO2)5
1006,mp-1019794,K3LiP2O7
1007,mp-1020015,Li2B3PO8
1008,mp-1020019,Li2PNO2
1009,mp-1020023,Li3AlSiO5
1010,mp-1020106,LiB(SO4)2
1011,mp-1020109,LiMg3P3O11
1012,mp-1020164,Na3LiP2O7
1013,mp-1020620,Rb5Li6(BO2)11
1014,mp-1020664,Rb2Li5(BO2)7
1015,mp-1024988,LiYb(CuP)2
1016,mp-10499,LiZr2(PO4)3
1017,mp-10555,Ba2LiReN4
1018,mp-1078724,LiAsSe2
1019,mp-1097959,LiEu4(BN2)3
1020,mp-1101989,SrLiAs
1021,mp-1104693,LiCa2HC3
1022,mp-1105291,Li2MnSnS4
1023,mp-1105750,LiAu(S2O7)2
1024,mp-1106082,LiCeSi2
1025,mp-1106183,LiAlS2
1026,mp-1111110,K2LiScF6
1027,mp-1111112,K2LiGaF6
1028,mp-1111126,K2LiLuCl6
1029,mp-1111658,K2LiTlF6
1030,mp-1111671,K2LiInF6
1031,mp-1111923,K2LiRuF6
1032,mp-1111927,K2LiCrF6
1033,mp-1111928,K2LiAsF6
1034,mp-1111932,K2LiScCl6
1035,mp-1112624,Cs2LiGdCl6
1036,mp-1112663,Cs2LiYI6
1037,mp-1112671,Cs2LiSmCl6
1038,mp-1113016,Cs2LiInF6
1039,mp-1113018,Cs2LiDyCl6
1040,mp-11175,LiZnPS4
1041,mp-11189,Li2MgSiO4
1042,mp-1176614,LiMnP
1043,mp-1176640,LiMnCrO4
1044,mp-1177863,Li2Ti3FeO8
1045,mp-1178391,CsLiWO4
1046,mp-11806,LiMgSnPt
1047,mp-1185209,Li2ZnSi
1048,mp-1185233,Li2YIn
1049,mp-1185285,LiAcHg2
1050,mp-1185419,LiSiPt2
1051,mp-1185484,LiPmIn2
1052,mp-1188124,LiAl(PS3)2
1053,mp-1188784,Li2CdSnS4
1054,mp-1189383,Li2CdGeS4
1055,mp-1189625,Cs2LiScCl6
1056,mp-1189974,LiLa(CN2)2
1057,mp-1190151,Sr3LiSbO6
1058,mp-1190195,LiIn(WO4)2
1059,mp-11903,LiEu2IrO6
1060,mp-11904,LiSm2IrO6
1061,mp-1190404,Sr3LiNbO6
1062,mp-1190486,Sr3LiTaO6
1063,mp-11905,LiNd2IrO6
1064,mp-11906,LiPr2IrO6
1065,mp-1190840,Li8Pr7Ge10
1066,mp-1190882,LiLu(WO4)2
1067,mp-1191085,LiY(WO4)2
1068,mp-1191729,LiHo(WO4)2
1069,mp-1191787,LiCa3OsO6
1070,mp-1192153,LiDy(WO4)2
1071,mp-1192357,Sr3LiAs2H
1072,mp-1192527,Ba4Li2(CdP2)3
1073,mp-1192746,LiAs2H3O7
1074,mp-1193106,Li2Mg(HN)2
1075,mp-1193172,Li2Mn(SO4)2
1076,mp-1193222,LiMgAlF6
1077,mp-1193498,LiMgAlH6
1078,mp-1193542,LiMnVF6
1079,mp-1194523,Li2CaTa2O7
1080,mp-1194965,Li2Th(AsO4)2
1081,mp-1195001,Na5Li(Mo3O10)3
1082,mp-1196457,Li2B3O4F3
1083,mp-1198025,LiZn2(BH4)5
1084,mp-1198049,Li6Nd(BO3)3
1085,mp-1198324,Li2B8SeO15
1086,mp-1198596,Li2P7(H3N)9
1087,mp-1198663,K2Li(H2N)3
1088,mp-1198930,LiGa(SeO3)2
1089,mp-1199122,Li2Ca(SiN2)2
1090,mp-11992,LiLa2IrO6
1091,mp-1199453,KLiMoO4
1092,mp-1202424,Li5La5(SiN3)4
1093,mp-1202682,LiCa7(GeH)3
1094,mp-1202818,LiZr2(AsO4)3
1095,mp-1203059,LiAs3H2O9
1096,mp-1204402,LiAl(CN2)2
1097,mp-1205649,LiSc(TlCl3)2
1098,mp-1206399,Rb2LiVCl6
1099,mp-1206440,Cs2LiCrF6
1100,mp-1207120,Ba2LiIO6
1101,mp-1208619,SrLiGaF6
1102,mp-1208625,SrLiVF6
1103,mp-1208634,SrLiCrF6
1104,mp-1208758,Sr3Li6Ta2O11
1105,mp-1208770,Sr3Li6Nb2O11
1106,mp-1209478,Rb2Li3GaO4
1107,mp-1209986,NaLiEr2F8
1108,mp-1210400,Na3LiTi2F12
1109,mp-1210796,Li2MnGeO4
1110,mp-1210797,Li2MgGeO4
1111,mp-1210804,Li2ZnGeS4
1112,mp-1210866,LiVCdF6
1113,mp-1210884,Li2Ce2Si3
1114,mp-1210920,LiGd(WO4)2
1115,mp-1210924,LiTb2RuO6
1116,mp-1210974,LiH2CN5
1117,mp-1210977,LiMn2TeO6
1118,mp-1210997,LiTm(WO4)2
1119,mp-1211004,LiSm(WO4)2
1120,mp-1211005,LiTb(WO4)2
1121,mp-1211079,LiTb6B3O14
1122,mp-1211098,LiCrCdF6
1123,mp-1211108,LiGd(SO4)2
1124,mp-1211126,LiSc(WO4)2
1125,mp-1211137,LiNd(WO4)2
1126,mp-1211167,LiCr4GaS8
1127,mp-1211182,LiCr4InS8
1128,mp-1211215,Li2Nd(NO3)5
1129,mp-1211223,Li3Yb3(TeO6)2
1130,mp-1211233,LiDy6B3O14
1131,mp-1211248,Li3Tm3(TeO6)2
1132,mp-1211322,Li2Sm(NO3)5
1133,mp-1211340,Li6Tm(BO3)3
1134,mp-1211386,Li3Pr3(TeO6)2
1135,mp-1211468,Li6Er(BO3)3
1136,mp-1211486,LiPr6B3O14
1137,mp-1211541,Li6Sm(BO3)3
1138,mp-1211542,Li3Ho3(TeO6)2
1139,mp-1211552,Li3Mn2(SeO3)4
1140,mp-1211562,LiEu2RuO6
1141,mp-1211646,Li3Lu3(TeO6)2
1142,mp-1211772,Li3Dy(NO3)6
1143,mp-1212005,KLiWO4
1144,mp-1212059,Li3Tm(NO3)6
1145,mp-1212130,Li3Tb(NO3)6
1146,mp-1212171,Li3Y(NO3)6
1147,mp-1212254,Li3Yb(NO3)6
1148,mp-1212476,Li3Gd(NO3)6
1149,mp-1213345,LiEu6B3O14
1150,mp-1214461,Ba4Li(BiO4)3
1151,mp-12160,Li6Ho(BO3)3
1152,mp-12185,LiCu(PO3)3
1153,mp-1218749,Sr2LiMgSi3
1154,mp-1219554,RbLiZnS2
1155,mp-1220967,NaLiCdS2
1156,mp-1222326,LiMgCoF6
1157,mp-1222336,LiZnRhF6
1158,mp-1222349,LiGeRhO4
1159,mp-1222353,LiMnRhO4
1160,mp-1222458,LiB12PC
1161,mp-1222462,Li4CoTeO6
1162,mp-1222477,LiVZnO4
1163,mp-1222537,LiZr5TlF22
1164,mp-1222618,Li2ZnCdP2
1165,mp-1222711,Li2GeTeO6
1166,mp-1223032,Li9Nd2(PS4)5
1167,mp-1223108,LiU4As3O20
1168,mp-1223469,KLiZn3O4
1169,mp-1225887,CsLiZnS2
1170,mp-1225894,CsLiMnS2
1171,mp-1226357,Cs2LiCr3F12
1172,mp-1228109,Ba8Li13GaSb12
1173,mp-1228258,Ba5Li2(TeO5)3
1174,mp-1228411,Ba5Li2U3O15
1175,mp-12451,LiLa2OsO6
1176,mp-12829,LiCaGaF6
1177,mp-13182,Li2TiGeO5
1178,mp-13634,Cs2LiAl3F12
1179,mp-13772,Li3Pr2(BO3)3
1180,mp-13843,Li2TeO4
1181,mp-13917,LiCaGe2
1182,mp-14023,Na3Li3Sc2F12
1183,mp-14457,Na3Li3Ti2F12
1184,mp-14458,Na3Li3Cr2F12
1185,mp-14629,Li2EuSiO4
1186,mp-14646,Li2Mg2(SO4)3
1187,mp-14704,Li6Y(BO3)3
1188,mp-14871,Li16Ta2N8O
1189,mp-15066,LiTmSiO4
1190,mp-15363,Li6Yb(BO3)3
1191,mp-16792,Ba4LiTa3O12
1192,mp-16933,LiFe(WO4)2
1193,mp-16955,K2Li3FeO4
1194,mp-16996,Li3GaSiO5
1195,mp-17208,K2Li14Zr3O14
1196,mp-17288,Li2ZnSiO4
1197,mp-17685,Li3GaGeO5
1198,mp-17774,K2Li3GaO4
1199,mp-17854,LiInGeO4
1200,mp-18002,KLi3GeO4
1201,mp-18147,LiGaSiO4
1202,mp-18220,LiAlSiO4
1203,mp-18704,CsLiBeF4
1204,mp-18711,LiNd(PO3)4
1205,mp-18860,Li2VSiO5
1206,mp-18911,LiVP2O7
1207,mp-18932,LiPr(WO4)2
1208,mp-18997,LiMnPO4
1209,mp-19103,LiCrP2O7
1210,mp-19123,Rb2LiVO4
1211,mp-19294,LiFeP2O7
1212,mp-19377,LiLa2MoO6
1213,mp-19896,Li2GePbS4
1214,mp-21549,LiCr(GeO3)2
1215,mp-22170,Li4PbO4
1216,mp-22417,LiNiPO4
1217,mp-22526,LiCoO2
1218,mp-23122,Li10B14Cl2O25
1219,mp-23818,BaLiH3
1220,mp-24610,LiP(HO2)2
1221,mp-25977,LiFe(PO3)4
1222,mp-25983,LiMo(PO4)2
1223,mp-25993,Li3Fe2(PO4)3
1224,mp-26005,LiMn6P7O24
1225,mp-26015,LiCo(PO3)3
1226,mp-26019,LiMn(PO3)3
1227,mp-26086,LiMo2(PO4)3
1228,mp-26262,LiCu(PO3)4
1229,mp-26712,LiV2(PO4)3
1230,mp-26955,LiV(PO3)4
1231,mp-26965,Li2CrP2O7
1232,mp-26971,Li3Cr2(PO4)3
1233,mp-26975,Li9Cr3P8O29
1234,mp-26977,LiMn2P3O10
1235,mp-26981,LiMnP2O7
1236,mp-26983,LiMn(PO3)4
1237,mp-26985,Li2Fe3(P2O7)2
1238,mp-26997,LiCo(PO3)4
1239,mp-27003,Li3Mo2(PO4)3
1240,mp-27007,LiFe2P3O10
1241,mp-27403,LiUF5
1242,mp-29345,LiGaI3
1243,mp-30477,LiCaSn
1244,mp-31168,Li2AlAg
1245,mp-3503,Li6WN4
1246,mp-3666,LiTaO3
1247,mp-3838,Li5ReN4
1248,mp-3980,LiSbF6
1249,mp-4604,Li7VN4
1250,mp-4779,Li2B4O7
1251,mp-504353,LiSb(PO3)4
1252,mp-504460,LiMnGaF6
1253,mp-504810,Rb2Li14Pb3O14
1254,mp-505381,NaLi3(H2N)4
1255,mp-505431,K2LiInAs2
1256,mp-510073,RbLi(H2N)2
1257,mp-510338,Cs2LiVS4
1258,mp-540945,Na2Li3GaO4
1259,mp-540965,Na2Li3FeO4
1260,mp-541365,LiEuH3
1261,mp-541569,Sr2Li3TaN4
1262,mp-542008,Li3Fe2(AsO4)3
1263,mp-542122,Ba3LiRu2O9
1264,mp-542207,Ba3LiOs2O9
1265,mp-543044,BaLiAlF6
1266,mp-552663,LiScAs2O7
1267,mp-553926,NaLiB4O7
1268,mp-554028,Na5LiMn2O8
1269,mp-554076,BaLiBS3
1270,mp-554131,SrLiCoF6
1271,mp-554752,RbLi7(SiO4)2
1272,mp-554837,Ba3LiIr2O9
1273,mp-554917,LiSn2(PO4)3
1274,mp-555082,CsLi5(BO3)2
1275,mp-555206,KLiCrO4
1276,mp-555743,LiZnPO4
1277,mp-555965,Li2ZnSn3O8
1278,mp-555979,Li2Pr(NO3)5
1279,mp-556085,Rb2LiTaS4
1280,mp-556209,RbLiMoO4
1281,mp-556531,LiSi2BO6
1282,mp-556792,LiCaCrF6
1283,mp-556902,KLi4NbO5
1284,mp-557104,LiAlB2O5
1285,mp-557177,Li2Al(BO2)5
1286,mp-557268,KLi4AlO4
1287,mp-557293,Li2CdSiO4
1288,mp-557309,Na3LiWO5
1289,mp-557467,Li4Ca(BO3)2
1290,mp-557473,K5LiGe2O7
1291,mp-557632,K2LiBO3
1292,mp-557798,K5Li2NdF10
1293,mp-557816,Ba5Li2(WO5)3
1294,mp-557892,BaLi(BS2)3
1295,mp-558045,NaLi2PO4
1296,mp-558054,SrLi2Ta2O7
1297,mp-558083,BaLi2Ti6O14
1298,mp-558102,KLiSi2O5
1299,mp-558219,SrLi(BS2)3
1300,mp-558310,BaLi2SiO4
1301,mp-558455,Na4Li5(BO3)3
1302,mp-558483,K4LiIO6
1303,mp-558555,LiFe(SeO3)2
1304,mp-558619,Li2Ti6PbO14
1305,mp-558628,KLi2BO3
1306,mp-558815,Rb2LiVS4
1307,mp-558910,Li2U3(PO5)4
1308,mp-558917,LiMoIO6
1309,mp-558941,LiYSiO4
1310,mp-559052,LiNb3(Bi2O7)2
1311,mp-559106,KLi3PbO4
1312,mp-559129,Li3Er(NO3)6
1313,mp-559142,KLi(PO3)2
1314,mp-559238,CsLi2BS3
1315,mp-559240,Li2MnSiO4
1316,mp-559277,SrLiFeF6
1317,mp-559533,NaLiCO3
1318,mp-559706,Li3Gd(BO3)2
1319,mp-559719,LiPr(SO4)2
1320,mp-559814,Li5SbS3I2
1321,mp-559904,NaLi3SiO4
1322,mp-559938,LiV3(TeO6)2
1323,mp-560157,LiMgVO4
1324,mp-560297,LiTaSiO5
1325,mp-560465,K11LiMn4O16
1326,mp-560518,RbLi2Be2F7
1327,mp-560555,Li8Bi2PdO10
1328,mp-560605,LiLa4AuO8
1329,mp-560739,K3Li3TeO6
1330,mp-560866,LiLa(PO3)4
1331,mp-560949,BaLiCrF6
1332,mp-561011,Li2Ta2(OF2)3
1333,mp-561254,NaLi3GeO4
1334,mp-561288,K3LiIrO4
1335,mp-561474,K3LiSiO4
1336,mp-561778,CsLiCrO4
1337,mp-562137,KLiCO3
1338,mp-562404,Li2Co3(SeO3)4
1339,mp-567219,Li4Ca3(SiN3)2
1340,mp-567371,Sr3Li4(GeN3)2
1341,mp-567628,Rb2LiDyBr6
1342,mp-567652,Cs2LiYCl6
1343,mp-568322,Sr3Li3(NiN)4
1344,mp-569112,Li3CaMnN3
1345,mp-569115,Li2ZnGe
1346,mp-569396,BaLi2(MgGe)2
1347,mp-570213,LiMgBi
1348,mp-570379,Cs2LiLuCl6
1349,mp-570931,SrLi3MnN3
1350,mp-570948,LiCaGaN2
1351,mp-571527,Cs2LiInCl6
1352,mp-573030,Cs2LiNbS4
1353,mp-581285,LiGd6B3O14
1354,mp-5990,CsLi(B3O5)2
1355,mp-6011,Ba4LiMo2N7
1356,mp-6015,LiSiNO
1357,mp-6071,Sr3LiIrO6
1358,mp-6075,Ba2Li(BO2)5
1359,mp-6134,LiCaAlF6
1360,mp-6153,Na3Li3V2F12
1361,mp-6224,LiScSiO4
1362,mp-6248,LiGd(PO3)4
1363,mp-6270,Ba2LiReO6
1364,mp-629430,SrLi2CrN3
1365,mp-629443,Li2EuGeS4
1366,mp-6342,LiCa3RuO6
1367,mp-6396,Li3V2(PO4)3
1368,mp-6425,Li3In2(PO4)3
1369,mp-642740,CsLi(H2N)2
1370,mp-643259,Li4H3ClO3
1371,mp-643276,LiMg2H7Ru
1372,mp-643458,LiHSO4
1373,mp-645662,Ba14Na14LiN6
1374,mp-6591,SrLiAlF6
1375,mp-6644,LiLa2RuO6
1376,mp-6648,KLiB4O7
1377,mp-6663,NaLiGe4O9
1378,mp-6665,Ba4LiW2N7
1379,mp-6711,Na3Li3Al2F12
1380,mp-6721,Sr3LiRuO6
1381,mp-672252,LiEuPS4
1382,mp-6726,CsLiSO4
1383,mp-6765,Li3AlGeO5
1384,mp-6800,KLiSO4
1385,mp-696949,Li3TeHO4
1386,mp-698205,LiB(HO2)2
1387,mp-704943,Li2Mn3ZnO8
1388,mp-720254,Li2H4(SO4)3
1389,mp-7205,LiInSiO4
1390,mp-720509,Li10Si(PS6)2
1391,mp-721252,Li10Sn(PSe6)2
1392,mp-740714,LiB5H2O9
1393,mp-753408,KLiCoO2
1394,mp-753432,LiMnFeO4
1395,mp-753940,KLiMnS2
1396,mp-754153,LiH2BrO
1397,mp-754228,Li4Ni3SbO8
1398,mp-754324,Li4V3CrO8
1399,mp-754509,LiCoNiO4
1400,mp-755094,Li2FeO2
1401,mp-7555,LiMgSnPd
1402,mp-755701,LiMnSbO4
1403,mp-756081,LiCoBO3
1404,mp-756117,Li2TiTeO6
1405,mp-756138,Li2V3SbO8
1406,mp-756254,LiNiSbO4
1407,mp-756320,Li3Fe4SbO8
1408,mp-756415,LiNbFeO4
1409,mp-757198,Li2VOF5
1410,mp-757613,Li2Co3SbO8
1411,mp-757973,LiP4WO12
1412,mp-758098,LiP3(WO6)2
1413,mp-758202,Li2NbCr3O8
1414,mp-759605,Li2Fe(CO3)2
1415,mp-759849,Li2Ti6Zn3O16
1416,mp-759900,K2LiNbO4
1417,mp-762019,LiV(CO3)2
1418,mp-763186,Li2Mn3SbO8
1419,mp-764098,Li2Ni3TeO8
1420,mp-767165,K2LiVS4
1421,mp-768150,LiBi3(BrO2)2
1422,mp-768603,Li4Ni3Sn5O16
1423,mp-7688,Li2CdGeO4
1424,mp-768820,Li3Bi(BO3)2
1425,mp-769464,LiLa3MnO7
1426,mp-769567,Li10Ti11Cr9O40
1427,mp-769597,Li2CoGe3O8
1428,mp-770839,LiCr(CO3)2
1429,mp-771093,Li3Cr10Fe5O24
1430,mp-771112,Li2Mn3NiO8
1431,mp-7714,Li4UO5
1432,mp-771712,Li2Fe3SbO8
1433,mp-772115,Li2Cr3(CoO6)2
1434,mp-773051,Li2Mn3(SeO3)4
1435,mp-773163,Li2Fe3SnO8
1436,mp-773582,LiTe(H3N)4
1437,mp-7744,LiSO3F
1438,mp-774685,Li3Mn5FeO12
1439,mp-774715,Ba4LiNb3O12
1440,mp-774797,Li2Ti3ZnO8
1441,mp-774832,Ba10Li2Bi4O21
1442,mp-775158,Li8Mn13Cr3O32
1443,mp-775161,Li2Ti3VO8
1444,mp-775204,Li2V3WO8
1445,mp-775326,Li2Ti3NiO8
1446,mp-775430,LiBi3(IO2)2
1447,mp-775865,Li2Ti3MnO8
1448,mp-776615,Li4VCr3O8
1449,mp-777452,LiNbCoO4
1450,mp-780857,Li2VOF4
1451,mp-783910,LiFeBO3
1452,mp-7971,Ba4Li(SbO4)3
1453,mp-8070,Li2BeSiO4
1454,mp-8184,Li2ZnGeO4
1455,mp-8310,Li(NiP)2
1456,mp-8313,Cs2Li2GeO4
1457,mp-8449,Rb2Li2SiO4
1458,mp-8450,Rb2Li2GeO4
1459,mp-849522,Li8V3P8O29
1460,mp-849734,LiVF4
1461,mp-850189,LiVSnO4
1462,mp-861954,LiTaRu2
1463,mp-862290,LiFeRh2
1464,mp-862312,LiBePd2
1465,mp-862730,LiGaRh2
1466,mp-864630,LiMg2Hg
1467,mp-864769,LiYb2Tl
1468,mp-864772,LiSc2Au
1469,mp-865577,Li2CdAu
1470,mp-865715,Li2PrTl
1471,mp-865882,Li2SmIn
1472,mp-865892,Li2CaPb
1473,mp-865915,Li2AcPb
1474,mp-866150,LiSm2Os
1475,mp-867119,LiHfPd2
1476,mp-867258,LiZnPd2
1477,mp-867580,Li2Cr5(Si2O7)2
1478,mp-867677,LiAgF6
1479,mp-8702,LiGaGeO4
1480,mp-8873,LiGeBO4
1481,mp-8923,Sr2LiFe2N3
1482,mp-8924,Ba2LiFe2N3
1483,mp-9059,KLi6TaO6
1484,mp-9066,NaLi2AsO4
1485,mp-9562,LiBeAs
1486,mp-9625,LiMgPO4
1487,mp-9703,K2LiGaAs2
1488,mp-9719,Na2LiAlP2
1489,mp-9723,Sr4Li(BN2)3
1490,mp-973019,LiSm(CuP)2
1491,mp-973966,LiIn(IO3)4
1492,mp-977355,LiYb2InGe2
1493,mp-977561,LiTaIr2
1494,mp-978840,SrLi2(SiN2)2
1495,mp-989405,Cs2LiInBr6
1496,mp-989551,LiTl2InF6
1497,mp-989583,Rb2LiInCl6
1498,mp-9912,Li2CeP2
1499,mp-9915,LiBeP
1500,mvc-16742,Li(MnS2)2
1501,mp-1019555,BaNaLi3(BO2)6
1502,mp-1019606,Cs2Li2B2P4O15
1503,mp-1019609,Cs2Sr2Li3B3(PO4)6
1504,mp-1019615,Cs3Li4(BO2)7
1505,mp-1019708,CsBaLiP2O7
1506,mp-1019778,K2Li3B(P2O7)2
1507,mp-1019782,K2LiB(PO4)2
1508,mp-1020011,Li14P2(N2O)3
1509,mp-1020016,Li4Ca2Mg(SiN3)2
1510,mp-1020031,LiCaAlN2
1511,mp-1020056,LiCa3Si2N5
1512,mp-1020060,LiB(S2O7)2
1513,mp-1020146,Na2LiB5(PO7)2
1514,mp-1020592,Sr4Li2Si4N8O
1515,mp-1020627,SrLiAl3N4
1516,mp-1020646,NaLi2B(PO4)2
1517,mp-1020647,Sr2LiBeB3O8
1518,mp-1020705,Rb2Li3B(P2O7)2
1519,mp-1021497,Li2SiSnS4
1520,mp-10517,LiScP2O7
1521,mp-10556,Sr2LiReN4
1522,mp-10584,Ba2LiOsO6
1523,mp-1078209,LiLa2FeO6
1524,mp-1080241,Li2Ge(S2O7)3
1525,mp-1080625,Sr2LiReO6
1526,mp-10814,SrLiBO3
1527,mp-1097038,LiAl2H6BrO6
1528,mp-1103771,BaLi2MnV2O8
1529,mp-1111261,K2LiBiCl6
1530,mp-1111665,K2LiRhF6
1531,mp-1111926,K2LiIrF6
1532,mp-1112613,Cs2LiErCl6
1533,mp-1112666,Cs2LiYBr6
1534,mp-1112669,Cs2LiTbCl6
1535,mp-1112675,Cs2LiPrBr6
1536,mp-1112678,Cs2LiNdCl6
1537,mp-1112679,Cs2LiNdBr6
1538,mp-1112680,Cs2LiCeI6
1539,mp-1112688,Cs2LiCeBr6
1540,mp-1112998,Cs2LiTmCl6
1541,mp-1113008,Cs2LiPrI6
1542,mp-1113010,Cs2LiNdI6
1543,mp-1113019,Cs2LiCeF6
1544,mp-1113020,Cs2LiCeCl6
1545,mp-1113022,Cs2LiBiF6
1546,mp-1113515,Cs2LiEuCl6
1547,mp-1114360,Rb2LiTlF6
1548,mp-1114416,Rb2LiBiF6
1549,mp-1114419,Rb2LiInF6
1550,mp-1114421,Rb2LiLuCl6
1551,mp-1114428,Rb2LiSbCl6
1552,mp-1114429,Rb2LiScCl6
1553,mp-1114432,Rb2LiYF6
1554,mp-1114562,Rb2LiBiCl6
1555,mp-1114566,Rb2LiErCl6
1556,mp-1114576,Rb2LiSbF6
1557,mp-1114582,Rb2LiYBr6
1558,mp-1114667,Rb2LiTmCl6
1559,mp-1114698,Rb2LiAsF6
1560,mp-1114700,Rb2LiRhF6
1561,mp-1114701,Rb2LiRuF6
1562,mp-1114702,Rb2LiScF6
1563,mp-1114704,Rb2LiTiF6
1564,mp-1177857,Li2Ti2Sb2O
1565,mp-1177997,Li2Fe3BiO8
1566,mp-1180504,LiH2IO
1567,mp-1185315,Li3La3(MoO6)2
1568,mp-1185531,LiNd6B3O13F2
1569,mp-1191141,SrLi2SiO4
1570,mp-1192111,LiEr(WO4)2
1571,mp-1192391,RbLi2CdC2O6F
1572,mp-1192528,LiCa3As2H
1573,mp-1192557,Ba4Li2(CdAs2)3
1574,mp-1192737,Li4MnSn2Se7
1575,mp-1192995,Li4MnGe2S7
1576,mp-1194740,LiSc(GeO3)2
1577,mp-1194832,LiH4SNO4
1578,mp-1194993,Cs2LiNd(BO3)2
1579,mp-1195057,K3Ba3Li2Al4B6O20F
1580,mp-1195211,LiNd(PN2)4
1581,mp-1195536,CsLi5Mn(P2O7)2
1582,mp-1195542,Rb2LiNd(BO3)2
1583,mp-1195620,LiH2ClO5
1584,mp-1195757,Li2Sn(H5O4)2
1585,mp-1195894,K9Li3Nd3(BO3)7
1586,mp-1196171,LiScH2Se2O7
1587,mp-1196318,Cs2Li3B3P6(PbO12)2
1588,mp-1196446,Li3AsH16(SO2)4
