material_id,pretty_formula,FullWindow
mp-867141,ReOs3,True
mp-518,Ti5Re24,True
mp-1018125,Ti2Re,True
mp-1217067,Ti2ReOs,True
mp-2179,TiRe,True
mp-30808,TbNi5,True
mp-31139,TbNi,True
mp-276,TbNi2,True
mp-1189379,Tb2Ni7,True
mp-1217589,TbCuNi4,True
mp-623751,Tb3Ni,True
mp-1217570,TbCu2Ni3,True
mp-4353,TbAl4Ni,True
mp-1217581,TbAlNi4,True
mp-1191827,Tb3(AlNi3)2,True
mp-1208327,TbAl3Ni2,True
mp-16516,TbAl2Ni,True
mp-1069297,Tb2AlNi2,True
mp-11538,TbAlNi,True
mp-1217630,Tb3SmNi4,True
mp-570491,TaNi3,True
mp-1183837,Co3Ni,True
mp-1217989,Ta4CoNi,True
mp-1867,Ta2Ni,True
mp-574,Ta2Co,True
mp-1218015,TaCoNi2,True
mp-7851,TaCo3,True
mp-1218179,TaCo,True
mp-1218003,TaAl2Ni9,True
mp-1218041,TaAlNi6,True
mp-1218087,Ta3Mn8Al,True
mp-867120,TaMn2Al,True
mp-567276,TaV2,True
mp-7088,Ta2C,True
mp-1086,TaC,True
mp-1585,V3Co,True
mp-542614,VCo3,True
mp-1218094,Ta6V3Co3C2,True
mp-1219090,SmDyNi2,True
mp-1219097,SmErNi2,True
mp-1219263,Sm6Al3Fe11,True
mp-1219228,Sm(Al3Fe)3,True
mp-1105621,Pr2Co17,True
mp-1219785,PrSmCo17,True
mp-862762,Pr3Co,True
mp-1104821,Pr5Co2,True
mp-1824,NdNi5,True
mp-1095561,NdNi3,True
mp-11852,NdCu2,True
mp-999339,NdNi,True
mp-1188200,Nd3Ni,True
mp-13392,NdCu,True
mp-1140,NdCu5,True
mp-1220196,Nd4Cu3Ni,True
mp-1220204,NdCuNi4,True
mp-4813,NbAlNi2,True
mp-1220476,NbAl2Ni9,True
mp-1221748,Mn8Nb3Al,True
mp-12659,Mn2Nb,True
mp-1210893,Lu(Al5Fe)2,True
mp-1222342,Lu2Al3Fe,True
mp-2463,LuFe2,True
mp-11037,Lu(Al2Fe)4,True
mp-1222470,LuAl7Fe5,True
mp-1222942,LaCu3Ni2,True
mp-1222916,LaCu2Ni3,True
mp-1222960,LaCuNi4,True
mp-1184724,Ho2CoRu,True
mp-622565,Ho3Co,True
mp-1223854,HoCoRu,True
mp-2435,HoCo5,True
mp-2396,HoCo2,True
mp-30969,Ho12Co7,True
mp-2754,Hf2Fe,True
mp-1184648,HfZrFe2,True
mp-1224188,HfZrFe4,True
mp-1191401,HfFe2,True
mp-21075,HfC,True
mp-1224285,HfTaC2,True
mp-1224446,Hf3TaFe8,True
mp-1218218,TaFe,True
mp-568077,TaFe2,True
mp-1224902,GdErAl6,True
mp-1225043,DyYFe4,True
mp-571253,Er(Al3Ni)3,True
mp-31183,ErAl4Ni,True
mp-31182,ErAl2Ni,True
mp-1225548,ErAlNi4,True
mp-17141,Er3(AlNi3)2,True
mp-13490,ErAl3Ni2,True
mp-1068244,Er2AlNi2,True
mp-1078826,ErAlNi,True
mp-16486,Ce(Al2Fe)4,True
mp-607077,Ce(Al4Fe)2,True
mp-1226839,Ce2AlFe3,True
mp-11317,CeFe5,True
mp-1193938,Ce(Al5Fe)2,True
mp-1227272,Be4AlFe,True
mp-2225,Be2Fe,True
mp-983590,Be3Fe,True
mp-4689,Al7FeCu2,True
mp-1228719,Al37(Fe6Cu)2,True
mp-1228914,Al4CrNi15,True
mp-784631,CrNi2,True
mp-12789,Yb(Al5Fe)2,True
mp-13264,Sm2Mo2C3,True
mp-1552,Mo2C,True
mp-13501,ErCoC2,True
mp-30970,Er12Co7,True
mp-411,ErCo3,True
mp-8475,ErCoC,True
mp-537,ErCo2,True
mp-13502,TmCoC2,True
mp-632,TmCo2,True
mp-1217007,Tm4Co3,True
mp-19754,TmCoC,True
mp-1388,DyRh2,True
mp-232,DyRh,True
mp-15856,DyRh3C,True
mp-1105786,Dy7Rh3,True
mp-1205201,Dy3Rh2,True
mp-16504,HoAl4Ni,True
mp-16503,HoAl2Ni,True
mp-1553,HoNi5,True
mp-1223899,HoAlNi4,True
mp-30791,Ho3(AlNi3)2,True
mp-2042,HoNi3,True
mp-673,HoNi2,True
mp-11871,HoNi,True
mp-2909,HoAlNi,True
mp-1212127,HoAl3Ni2,True
mp-1080523,Ho3Ni2,True
mp-4656,Y(Al2Fe)4,True
mp-16744,Y(Al5Fe)2,True
mp-1228194,Al6CoCu3,True
mp-17017,Al12Co4Cu,True
mp-17856,Al7CoCu2,True
mp-1095601,YbCo3,True
mp-18367,Yb(Al4Co)2,True
mp-1112,CeCo2,True
mp-20753,CeCoC2,True
mp-20799,Er2ReC2,True
mp-1102143,ErRe2,True
mp-1213155,Er5Re2C7,True
mp-20111,EuAl2,True
mp-582799,EuAl4,True
mp-21407,EuAl9Co2,True
mp-21536,Ni2Mo4C,True
mp-30052,Ni6Mo6C,True
mp-22561,Pr2ReC2,True
mp-1199582,Pr12(ReC3)5,True
mp-683,Pr2C3,True
mp-22793,AlFe3C,True
mp-1206911,ErRu3C,True
mp-28472,Er10Ru10C19,True
mp-28767,Sc5Re2C7,True
mp-11558,Sc5Re24,True
mp-11557,ScRe2,True
mp-973634,Ho(AlC)3,True
mp-29677,Ho3AlC,True
mp-1640,Ho2C,True
mp-1154,Ho4C7,True
mp-15238,Ho4C5,True
mp-1202754,Ho3C4,True
mp-3061,TbNiC2,True
mp-1191040,Tb4Ni13C4,True
mp-1219472,Sc(AlFe)6,True
mp-3701,Sc(Al2Fe)4,True
mp-813,ScAl2,True
mp-2121,ScAl3,True
mp-862259,Sc3Al,True
mp-11220,Sc2Al,True
mp-331,ScAl,True
mp-3910,Ce(Al10Cr)2,True
mp-1193679,Zr6Al16Ni7,True
mp-5723,ZrAlNi,True
mp-30183,ZrAl5Ni2,True
mp-3944,ZrAlNi2,True
mp-4798,Sc(AlC)3,True
mp-4079,Sc3AlC,True
mp-457,CeBe13,True
mp-4955,AlVCo2,True
mp-510486,Ta3Al2CoC,True
mp-3340,TaAlCo2,True
mp-3802,Ta4AlC3,True
mp-569568,Ta3AlC2,True
mp-1025441,Ta2AlC,True
mp-542177,PuAl3,True
mp-571261,Pu,True
mp-542776,PuAl4,True
mp-567492,Ce2WC2,True
mp-567527,Eu(Al10V)2,True
mp-567748,Zr2Al3C4,True
mp-2795,ZrC,True
mp-684623,Zr10C9,True
mp-569326,Zr4(AlC2)3,True
mp-570419,Zr3Al3C5,True
mp-568030,Th(Al5Fe)2,True
mp-18014,Th7Fe3,True
mp-30639,Th2Fe7,True
mp-1080524,LaAl5Ni2,True
mp-1211232,LaAl3Ni2,True
mp-1222929,LaAlNi4,True
mp-569071,La5Al3Ni2,True
mp-568040,La2AlNi9,True
mp-8894,U2Al3C4,True
mp-568155,U(AlC)3,True
mp-568326,Pr2WC2,True
mp-570436,CaIr2,True
mp-570356,Ca5Ir,True
