chemsys
Al-C-Ce-Na
C-Dy-Fe-Na
La-Na-Ni-Rh
C-Li-Na
C-Cr-Lu-Na
C-Cr-Na-Tm
Al-C-Na-V
C-Co-Na-Sc
C-Na-Ni-Yb
C-Gd-Na-Ni
Al-Cu-La-Na
C-Cr-Na-Sm
Al-Cu-Na-Yb
C-Co-La-Na
Al-Cu-Na-Tb
Al-Ce-Cu-Na
Al-Cu-Gd-Na
Al-Na-Ni-Tm
C-Fe-Na-U
Al-Gd-Na-Ni
Al-Cu-Na-Th
Al-C-Dy-Na
Al-C-Gd-Na
C-Na-Re-U
Na-Ne
Al-Na-Ni-Pr
Be-Na-U
C-Er-Na-Ni
C-Na-Ru-Sc
Er-Hf-Na-Ru
Er-Na-Ru-Zr
Gd-Na-Ni-Ru
Cu-Gd-Na-Ru
Gd-Lu-Na-Ru
Gd-Ir-Na-Tm
Hf-Mo-Na-Tc
Hf-Na-Os-Zr
Cu-Hf-Na-Tc
Er-Ho-Ir-Na
Ho-Na-Ru-Tm
Li-Na-Np-Rh
Co-Ir-Lu-Na
Cu-Lu-Na-Sc
Al-Cu-Lu-Na
Lu-Na-Pa-Re
Na-Nb-Ru-Tc
Na-Nb-Os-Tc
Na-Pm-Ru-Tm
Na-Pm-Rh-Y
Ir-Na-Pm-Y
Mn-Na-Re-Ta
Mo-Na-Ta-W
Na-Nb-Re-Ta
Na-Os-Ta-Tc
Mo-Na-Ti-W
Fe-Na-Os-Ti
Cu-Lu-Na-Tm
Ho-Ir-Na-Y
Co-Na-Sc-Zr
Al-Lu-Na-Ni
C-Na-Tb-W
Al-Na-Os-Yb
Be-Er-Na
Al-Ir-Na-Ti
Al-Na-Ru-Yb
Mo-Na-Ni-Zr
Fe-Mo-Na-Zr
Al-Na-Pr-Ru
Be-Eu-Na
Al-Cu-Dy-Na
Al-Na-Ni-Sm
C-La-Mn-Na
C-Mn-Na-Y
Al-Na-Ti-Yb
Al-Na-W-Y
Al-Cr-Er-Na
Al-Cr-Na-Y
Al-Mo-Na-Yb
Al-Na-Pr-Ti
Al-Na-U-W
C-Na-Ni-Tm
C-Dy-Na-Ru
Al-C-Lu-Na
Al-Na-Rh-Y
Al-Na-Nb-Yb
Al-Mn-Na-Yb
Al-Na-Nb-Y
C-Fe-Na-Y
Al-Na-Re-Tm
Al-Na-Ta-Tm
Al-Na-Nb-U
Al-Ir-Na-Tb
Be-Na-Sm
Al-Na-Os-Sm
Al-Co-Na-Sm
Al-Na-Os-Pr
Al-Na-Pr-Rh
Al-Ir-Na-Nd
Al-Na-Nd-Os
Al-Ir-La-Na
Al-Fe-Ho-Na
Be-Co-Hf-Na
Al-Ho-Na-Re
C-Gd-Na-W
