chemsys
Ba-K-Pd
Al-K-Ni-Sm
K-Rh-Sr
K-Np-Pt
Al-K-Ni-Tm
Al-Cu-K-Pr
Al-K-Pd-Y
Al-Ce-K-Ru
Al-Ca-K-Pt
Al-Cu-K-Yb
Al-K-Nd-Ni
Al-Hf-K-Ni
Al-Ir-K-U
Al-Cu-K-Y
Al-K-Ni-Pr
Al-Cu-Ir-K
Al-K-Rh-Th
Al-Cu-Hf-K
Al-Gd-K-Ni
K-Ru-V-Zr
Al-Er-K-Pt
Al-K-Lu-Pt
Al-K-La-Pt
K-Ne
Al-Ce-K-Ni
Al-Ir-K-Li
Al-K-Nb-Ru
Al-K-Ni-Tb
Al-Cu-K-Rh
Ca-Gd-K-Rh
Ce-K-Th
Cu-Er-K-Pd
Cs-K
Gd-K-Ni-Ru
Gd-Ir-K-Ru
Al-Ho-K-Ru
Ho-K-Pt-Ru
Cu-Ho-K-Pt
Co-Ho-K-Ru
Gd-Ir-K-Y
Er-Gd-K-Ru
Cu-Ho-K-Lu
Ir-K-La-Pm
K-La-Pt-Yb
Cu-K-Lu-Pd
Co-Cu-K-Lu
Al-Cu-K-Lu
Gd-K-Li-Rh
K-Mo-Nb-Os
K-Nb-Re-Ru
K-Nb-Os-Tc
Al-Fe-K-Pa
K-Ni-Pd-Pm
K-Ni-Pm-Pt
Eu-K-Pd-Pm
Eu-K-Pm-Pt
K-Re-Ta-W
Ir-K-Pm-Tb
Al-K-Ti-W
K-Mo-Os-Ti
K-Pt-Y-Yb
K-Ni-Tc-Zr
K-Mn-Rh-Zr
Al-K-Pd-Pr
Al-Cu-K-Zr
Al-Hf-K-Pd
Be-Ho-K
Al-K-Th-V
Al-Dy-K-Ru
Al-K-Pd-Sr
Al-Ca-Cr-K
Al-Er-K-Mo
Al-Ce-K-Pt
Al-K-Ti-Yb
Al-Cr-K-Sm
Al-K-W-Yb
Al-K-Ru-Y
Al-K-Nb-Yb
Al-K-Mn-Yb
Al-K-Nb-Tm
Al-K-Ti-Tm
Al-Ir-K-Tb
Al-K-Tb-V
Al-K-Os-Pr
Al-Fe-K-Nd
Al-Fe-K-La
Al-K-Lu-Ti
Al-Ir-K-La
Al-K-La-Rh
Al-Fe-Ho-K
Al-Gd-K-Rh
Al-Er-Fe-K
Al-Er-K-Rh
Al-Dy-K-Rh
Al-Dy-K-Nb
Al-Er-K-Nb
Co-K-V-Zr
Fe-K-V-Zr
Co-Fe-K-Zr
Al-K-Mn-Zr
Co-Fe-K-Y
Al-Fe-K-Tm
Al-Fe-K-U
Al-K-Ni-Ti
Cu-K-Ni-Ti
K-Pt-Re-Ti
Al-K-Nb-Ti
Al-K-Rh-Ti
Al-Fe-K-Th
Cu-K-Ni-Tb
Cu-K-Pt-Tb
Al-Cu-K-Tb
Al-Fe-K-Tb
Al-Cu-K-Sm
Al-Fe-K-Sm
K-Pd-W
Al-Fe-K-Lu
Al-K-La-Nd
Ce-K-La-Ru
Al-K-La-Ni
Al-Eu-K-La
Ce-K-La-Ni
Hf-K-W-Zr
Al-Hf-K-Mo
Al-Cu-Gd-K
Cu-Er-K-Ni
Al-Dy-K-Ni
Dy-K-Ni-Pd
Al-Er-K-Ni
Ce-Co-K-Y
Al-Ca-K-La
Al-Be-Fe-K
Al-Cr-K-Ni
Al-Co-K-Zr
Al-K-Ni-Sc
Al-K-Ni-Yb
Al-Fe-K-Yb
Be-K-Mo
Al-Ba-Fe-K
Al-Co-K-Yb
Al-Ce-Cu-K
Fe-Gd-K
Al-Gd-K-Pd
Cu-K-Sr
Al-K-Li-Pd
K-Pd-Ta
Al-Ce-K-Rh
Al-Ca-K-Ni
Al-K-Ni-Y
Al-Ce-K-Pd
Al-Co-K-V
Al-K-Pt-Zr
K-Ni-U
Ba-K-Rh
Ba-K-Li-Na
Al-Eu-Fe-K
Al-K-Pd-Yb
K-Re-U
Ca-Ir-K
Al-K-Pt-Ti
Al-K-Ni-Zr
Al-Fe-K-V
K-Ni-Pu
K-Pt-Pu
K-Li-Rh-Ta
Al-Fe-K-Rh
K-Li-Lu-Os
Hf-Ir-K-Re
Al-K-Pr-Ru
Al-K-Mn-Pa
Al-Fe-K-W
Al-K-Li-Pt
Al-K-Li-Rh
K-Ni-Pt-Sc
K-Rh-Ru-Sc
Er-K-Li-Os
Be-K-Ru-W
Er-K-Li-Ru
Hf-K-Li-Os
Al-K-Os-V
K-Sc-Tc-W
Ca-K-Li-Rh
Gd-Ir-K-Li
K-Os-Pa-Tm
K-Li-Os-Pm
Ac-Ir-K-Ni
Ca-K-Pm-Pt
K-Li-Os-Sc
Co-K-Tc-Ti
Cu-K-Os-Pm
Ir-K-Pd-Pm
K-Ni-Pm-Ru
Ir-K-Pm-Rh
Ho-Ir-K-Rh
Co-K-Pa
K-Os-Ta-V
Hf-Ir-K-Mo
K-Mo-Os-Ta
Be-K-Mn-Rh
Co-Cr-K-Mn
Al-K-Mn-Ru
K-Mn-Ru-V
Hf-K-Os-Sc
Be-Ir-K-Pd
Hf-K-Ru-Sc
K-Mn-Pt-Rh
Hf-K-Ta-Tc
Fe-K-Re
K-Rh-Th-Yb
K-Ru-Ta-Tm
K-Os-Tm-Zr
Al-K-Os-Tm
K-Lu-Pd-Ru
K-Ni-Os-Tm
K-Pt-Tm-Yb
K-Mn-Os-Tm
K-Mn-Ru-Ti
K-Ru-Tc-V
Cu-K-Ru-Y
K-Lu-Pt-Ru
K-Lu-Rh-Ru
K-Nb-Tc-Ti
K-Re-Ti-W
Hf-K-Rh-Yb
K-Tc-Ti-W
K-Li-Pt-Zr
K-Li-Rh-Zr
Be-Cu-K-Pt
K-Tc-Ti-V
K-Np-Ru-Tm
Ir-K-Rh-Tm
Cu-Er-K-Os
Ho-K-Nb-Ru
K-Pt-Ru-Tm
K-Lu-Ru-Ta
Al-K-Ru-Ti
Be-K-Ni-Pt
K-Li-Rh-Tm
Ho-K-Li-Os
Be-Co-Ir-K
Hf-K-Ru-Tc
Cu-K-Rh-Ta
Cr-K-Os-Ta
Al-K-Ni-Ru
Al-K-Li-Ni
K-Sc-Tc-U
Be-K-Ru-V
Al-Co-K-Pr
K-Mo-Ta-Tc
Ir-K-Li-Nb
Fe-K-Mo-Ta
K-Pt-Sm-Yb
Ac-K-Rh-Yb
Dy-K-Pd-Yb
Cu-Ho-K-Pd
Al-Cu-Eu-K
Al-K-Lu-Pd
Cu-K-Pd-Yb
Co-K-U
Al-K-Mn-Rh
Al-K-Mn-V
Al-K-Pt-Y
Al-K-Pd-Tm
Al-Er-K-Pd
Al-K-Pt-Tb
Al-K-Pt-Sm
Be-K-Re
Be-K-Sc
Al-K-Pd-Sm
Ca-K-Rh-Tb
Dy-Er-K-Ru
Dy-K-Np-Ru
Cu-Dy-Er-K
Er-K-Ru-Sc
Er-K-Os-Pa
Gd-K-Rh-Ru
Dy-Gd-Ir-K
Hf-K-Pd-Re
Gd-K-Ru-Th
Ho-K-Ru-Tm
K-Li-Rh-Th
Be-Ir-K-Mn
K-Na-Pd
K-Mo-Nb-Ru
Gd-Ir-K-Nd
Co-K-Ni-Pm
Cu-K-Pd-Pm
Ho-K-Pm-Ru
Cr-K-Re-Ta
K-Ru-Ta-W
K-Nb-Re-Ta
K-Rh-Ru-Tb
Cr-K-Tc-Ti
Gd-Ir-K-Tb
Cu-K-Pm-Yb
Ho-K-Pt-Yb
Al-K-Ru-Tm
Er-K-Y
Al-K-Nd-Pd
K-Np-Pd
Al-Er-Gd-K
Al-K-Lu-Os
Co-Hf-K-W
Cu-K-Pu
Be-Er-K
Al-Ir-K-Ti
K-Mo-Ni-Zr
Be-K-Pr
Be-K-Y
Al-Cu-Er-K
Al-Co-Hf-K
Al-K-Rh-Sc
Al-Cu-Dy-K
Al-K-Os-Sc
Al-Cr-K-Yb
Al-K-Sm-W
Al-K-Mo-Sm
Al-Ce-K-V
Al-Cr-K-U
Al-Cr-Ho-K
Al-Er-K-W
Al-Cr-Er-K
Al-Ho-K-W
Cu-Dy-K-Pd
Be-Co-K-Zr
Al-Ir-K-Tm
Al-K-Ta-Tm
Al-K-Nb-U
Al-K-Tb-Ti
Al-K-Rh-Tb
Al-Ir-K-Sm
Al-K-Ru-Sm
Al-K-Os-Sm
Al-Co-K-Sc
Al-K-Pr-Rh
Al-Ir-K-Nd
Al-K-Lu-Rh
Al-K-La-Ru
Al-Ho-K-Os
Al-Ho-K-Mo
Al-Ho-K-Pd
Be-Hf-K-Pd
Al-Er-K-Ti
Cr-K-Nb-Ti
Co-K-Ni-Ti
Al-K-Ni-Th
Al-Dy-K-Tb
Co-Fe-K-Tb
Co-Cr-K-Ta
Al-K-Mn-Ta
Co-Fe-K-Sm
Al-K-Nd-Pr
Al-Fe-K-Pr
Cu-K-Pd-Pr
Cu-K-Nd-Ni
Al-K-Nb-Ni
Co-K-Nb-V
K-Nb-Ni-V
Co-Fe-K-Nb
Al-Be-K-Mn
K-La-Ni-Rh
K-La-Ni-Pt
Cu-K-La-Ni
Co-Fe-Ho-K
Al-Fe-Hf-K
Fe-K-Ni-Pt
Dy-K-Pd-Pt
Cu-Eu-K-Ni
Ce-K-Pd-Sc
Ce-K-Ni-Ru
Al-Ca-K-Sm
Al-Cu-Fe-K
Cr-K-Rh
Ho-K-Mn
Al-Ce-K-Mn
Al-Co-K-Sr
Al-Ca-Co-K
Al-Fe-K-Np
K-Na-Pt
Ar-K
Cr-K-Pt
Al-Ho-K-Ni
K-Ni-W
Co-K-Np
Al-Fe-K-Mn
Al-Cu-K-Ti
Al-Eu-K-V
K-Kr
Eu-Ir-K
K-Nb-Pd
Al-Ir-K-Sc
Co-Ir-K-Ti
Al-K-Re-Ti
Co-K-Re-Ti
K-Li-Mn-Pt
Fe-Ir-K-Ti
Al-K-Li-Pm
Be-K-Mn-Ti
K-Os-Pd-Sc
K-Ni-Sc-Tc
Er-Ir-K-Li
Al-K-Li-Y
Be-K-Pt-Rh
K-Re-Sc-Tc
K-Pa-Sc-Tc
Ac-Al-K
Al-Co-K-Ru
Al-Cu-K-Pm
K-Pa-Pd
Ca-K-Pm-Rh
Cu-Er-K-Ru
K-Ni-Pm-Rh
K-Pd-Pm-Rh
K-Pm-Rh-Ru
K-Os-Ta-W
Al-Hf-K-Rh
Co-K-Tc-Zr
Dy-K-Ni-Ru
Al-K-Mn-Os
Be-K-Pd-Pt
Al-Cr-K-Mn
Be-Hf-K-Rh
Hf-K-Ru-Tm
Dy-Ir-K-Ru
Cu-Dy-K-Ru
Be-Ir-K-Ni
K-Nb-Ru-Tm
Al-K-Nb-Os
Ir-K-Lu-Ru
K-Lu-Ni-Ru
Ir-K-Lu-Ni
K-Rh-Tm-Yb
K-Rh-Y-Yb
Al-K-Pd-Ti
Al-K-Os-Ti
K-Li-Pt-Sc
Cr-Fe-K-V
K-Os-Tc-V
K-Mn-Rh-Ti
K-Sc-Tc-Th
Ir-K-Mn-Ti
Cu-K-Lu-Ru
K-Ru-Tc-Ti
K-Mn-Ti-V
K-Mn-Ni-Ti
K-Ni-Re-Ti
K-Pa-Ru-Yb
K-Pa-Pt-Yb
Cu-Ir-K-Yb
Cu-K-Rh-Yb
K-Li-Os-Zr
K-Pt-Tc-Ti
Al-Ir-K-Ru
Gd-K-Pd-Ru
Hf-K-Tc-W
Ho-K-Ru-Ta
Al-K-Ru-Zr
Be-Co-K-Ti
Er-K-Pd-Ru
Be-K-Ru-Ta
K-Os-Ta-Ti
Ir-K-Pd-Sm
K-Os-Pa-Sc
Ir-K-Li-Y
Al-Cu-K-Li
Ir-K-Rh-Tb
Be-Cr-K-Ru
K-Mn-Rh-Sc
K-Mo-Os-V
K-Mo-V-W
K-Xe
Ho-K-La-Ru
Be-K-Lu
K-Li-Lu-Ru
K-Li-Lu-Rh
Hf-K-Re-Rh
K-Os-Ru-Zr
K-Os-Sc-Zr
Hf-K-Mn-Rh
K-Nb-Rh-Ta
K-Os-Th-Tm
K-Re-Tc-V
Al-Co-Fe-K-Ti
Co-K-Mo-Zr
Al-K-Lu-Ni
K-Nb-Pt
Al-K-Pt-Th
K-Pt-V
Al-Cu-K-Nd
Al-Ca-Cu-K
Al-K-Mn-Y
Al-K-Pd-Pu
K-Re-Sm
K-Tb-Tc
Al-Cu-K-Th
Al-Cu-Ho-K
Gd-K-Pt
Al-Co-K-Y
Be-K-U
Be-Ir-K-Ru
Dy-Ho-K-Ru
Er-Hf-K-Ru
Er-K-Lu-Ru
Gd-Ir-K-Lu
Er-Gd-Ir-K
Gd-K-Lu-Ru
Cu-Gd-K-Lu
Gd-Ir-K-Tm
Hf-K-Mo-Tc
Ho-Ir-K-Pd
Hf-K-Pd-Tc
Cu-Hf-K-Tc
Gd-K-Ru-Y
Gd-K-Ru-Zr
Ho-K-Ru-Zr
K-Li-Np-Ru
