chemsys
Ba-Na-O-Si-Y
B-Ba-Li-Na-O
Eu-Ge-Na-O
B-K-Na-O-Zn
B-K-N-Na
B-Li-Na-O-P
Mg-N-Na-O-P
Mo-N-Na
N-Na-Re
Er-Na-O-S
Bi-Cl-Cs-Na
Ba-I-Na-O
Ge-Mn-Na-O
F-Fe-Na-O-S
Cl-K-Na-Sc
Cl-K-Lu-Na
Br-K-Na-Sc
Cs-I-Na-Sc
Br-Cs-Na-Pr
Br-Cs-Na-Sc
Ce-Cs-I-Na
As-Br-Cs-Na
Cl-Cs-Dy-Na
Cl-Er-Na-Rb
Cl-Na-Rb-Sc
Au-Na-Sn
Cu-Mn-Na-Se
Ba-H-Ir-Na
Ag-Na-Sn
Cd-Na-Rh
Na-Nb-O-Se
F-Ho-Na-O-Si
F-Na-O-Si-Tb
As-Na-O-Th
F-Na-O-Si-Tm
Er-F-Na-O-Si
Na-Sb-Se
Na-O-Sc-Se
F-Na-Ti-U
Al-F-Na-U
C-Cd-H-Na-O
Cr-F-Na-U
F-Na-U-V
Na-O-Se-W
Al-B-Ba-Br-Na-O
Na-O-P-Sm
H-Na-O-Pu
K-Na-Nb-O-Sm
K-Na-Nb-Nd-O
F-H-Mo-Na-O
N-Na-O-U
Ga-Na-O-Se
C-H-Na-O-Y
Br-H-Na-O
Al-B-Ba-Cl-Na-O
Na-O-Rb-Ru
Co-F-Na-O-S
F-Na-Sc-Tl
F-Na-Pd-Rb
Na-O-Rb-Re
Cu-F-Na-Sm
Na-O-Pd-Yb
F-Li-Lu-Na
F-Ho-Li-Na
Mg-Na-Nd-O-W
Ag-La-Na-Te
Er-Na-O-Pd
As-Mn-Na-O
H-Na-O-S-Te
B-Na-Nd-O
Br-Ho-Na
Br-Dy-Na
La-Na-O-P
K-Na-Sn-Zn
Cs-F-Na-Nb-O
Cd-Na-O-Rb
Mg-Na-O-Rb-Si-Zn
As-Fe-Na-Sr
Al-Cl-Na-Sb-Te
Li-Na-S-Zn
F-Na-Pu
Bi-Na-Se
Bi-Na-Te
Bi-Na-S
Na-Pb-Se-Si
As-Na-Si-Sr
As-Na-Sr-Ti
As-Ca-Na-Si
Ca-Na-P-Si
B-Na-Th
Hg-Na-Tl
Ca-H-Mn-Na-O-Si
Cr-Na-Se
Ca-F-Mg-Na-O-Si
As-H-Na-O
Ca-K-Na-O-Si-Th
Hf-K-Na-O-P
Be-F-Li-Na
Cs-Fe-Na-O
B-Ba-Na-O-Si-Ti
Cs-F-Ga-Na-Sc
La-Na-O-Os
Au-Li-Na
Be-F-Na-Rb
Au-Na-Si
Au-Ge-Na
La-Na-O-Si-Sr-Zn
F-K-Na-Tl
Li-Na-O-Si-Y
F-K-Na-Rh
Al-As-F-Na-O
Na-O-P-U
B-K-Na-O-Si
As-Cu-Na
Ge-Na-Rb
B-Be-Na-O
Al-Na-Se
Er-Ge-Na-O
Cs-Na-P-Sn
K-Na-O-Se
Co-Na-O-Rb
Cs-Na-O-Ti
Gd-Ge-Na-O
Mn-Na-O-Rb
C-Mn-Na-O-P
Lu-Mo-Na-O
Cd-Na-Pb
Au-In-Na
In-K-Na-P
Ce-Na-O-P
Al-I-Na-O-Si
Cl-F-Na-O-S
H-Na-O-P-Zn
H-Na-Rh
Cd-Cl-Na
Cl-Na-Ta
Br-Na-Zn
Cl-Na-Pd
Cs-Ge-Na
Na-Sn-Tl
Ga-I-Na-O-Si
Al-Na-O-S-Si
In-K-Na-O
Cu-Na-Te-Zr
Cu-Hf-Na-Se
B-Cl-I-Na-Zr
Na-O-P-Si-Zr
In-Mg-Na-O-S
K-Na-P-Si
B-Ca-Na-O
Lu-Na-O-Si
Na-O-Pb-Rb
Ce-K-Na-O-S
Be-Ge-Na-O
F-I-Na-O
Er-Na-O-V
Na-Nd-O-Ru
F-Mo-Na-Tl
Gd-Mo-Na-O
As-Na-O-Sb
C-Eu-F-Na-O
F-Fe-Na-O-P
Na-O-Rb-Sn
Na-O-Sc-Si
B-Na-O-U
Ge-Na-O-V
F-Mn-Na-Rb
La-Mg-Na-O-W
Co-Cs-F-Na
B-H-Li-Na-O-Si
F-Na-V-Zr
B-N-Na-O
F-Fe-K-Na
Al-F-Na-O-P-Sr
Cl-Na-O-P-Zr
Na-O-Se-Sm
Mo-Na-O-S
