Li-Zr-Se
Li-Cd-Pt
Li-Y-Ir
Li-Zn-Ir
Li-Ho-Os
Li-Al-Cu
Li-Tb-Ir
Li-Eu-Sn
Li-Ca-Ga
Li-Y-Hg
Li-Al-Ni
Na-Li-Te
K-Li-Se
Li-Mo-N
Li-Co-P
Li-Zn-As
Li-Np-O
Li-B-C
Li-C-N
Li-As-O
Li-Si-B
Li-Br
Li-Dy-O
Li-Ru-F
Li-Lu-Ru
Li-Lu-Rh
Li-Ti-Pt
Li-Nb-Ir
Li-Zn-Sb
Li-Sc-S
Li-Sb-Pd
Li-Cd-As
Li-Zn-P
Li-Dy-Sb
Li-Ho-Sb
Li-Nd-Sb
Li-Pr-Bi
Li-Pr-Sb
Li-Be-B
Li-Nb-Se
Li-Zr-N
Li-Sn-N
Li-In-N
Li-Y-N
Li-Ta-N
Li-Os-O
Li-Cu-Sn
Li-H-Pt
Li-Nb-F
Li-Os-F
Li-Dy-Ge
Li-La-Sn
Ba-Li-Bi
Li-Yb-As
Li-Ca-As
Li-Eu-As
Li-Yb-Sb
Li-Ga-H
Li-Er-O
Li-Nd-Ge
Li-Eu-Ge
Li-Ir-F
Li-Ga-Se
Li-Re-S
Li-Tl-Cd
Li-Tl-Hg
Li-Hg-Bi
Li-Cd-Ag
Li-Ti-Pd
Li-Np-Ru
Li-Np-Rh
Li-Be-Pt
Li-Ac-Rh
Li-Ce-Hg
Li-Eu-Tl
Li-Gd-Os
Li-Mg-In
Li-La-Tl
Li-In-Ni
Li-Lu-Tl
Li-Gd-Ga
Li-Th-Hg
Li-La-Ge
Li-Sn-S
Li-Nd-Sn
Li-Dy-Sn
Li-Si-F
Li-Yb-Ge
Li-Al-Ag
Li-Sb-F
Li-Ca-Hg
Li-Y-Sb
Li-Zr-S
Li-Mg-Sb
Li-Hf-S
Li-Sm-Si
Li-Pr-Si
Li-Fe-Cl
Li-Fe-Br
Li-Ca-P
Li-Ni-P
Li-Ni-As
Li-Er-Ge
Li-Ca-Sb
Li-Tb-S
Li-Gd-S
Li-Au-O
Li-Sn-Pd
Li-Cu-N
Li-Si-Au
Li-Sn-Ir
Li-Mg-Sn
Li-Ga-Ag
Li-Al-Ga
Li-Cd-In
Li-U-Br
Li-Mg-Ir
Li-Co-N
Li-Cd-Sn
Ba-Li-Ge
Li-Ge-Rh
Li-In-Rh
Li-P-O
Li-Ni-Sn
Li-Ca-Si
Li-Pd-F
Li-Gd-Ge
Li-Al-F
Sr-Li-Si
Li-Ga-F
Li-Er-S
Li-Gd-Se
Li-Y-Se
Li-Dy-Se
Sr-Li-N
Li-Mo-O
Li-Tm-Sn
Li-W-O
Li-B-Pt
Li-Ga-Ru
Li-B-Pd
Li-Co-As
Li-Ag-O
Li-Bi-F
Li-Tl-O
Li-H-Rh
Li-Ga-Br
Na-Li-Si
K-Li-As
Li-N-Cl
Li-Ge-Au
Li-B-Se
Ba-Li-Sn
Li-Ag-Pb
Sr-Li-Bi
Li-Pd-Pb
Li-U-N
Li-Al-H
Li-Ca-N
Li-Al-Si
Li-B-Ir
Li-Ga-S
Li-Y-F
K-Li-Si
Li-Zr-O
Li-Cr-S
K-Li-Te
Li-Al-Te
Li-Be-F
Li-Ca-Ge
Li-Ga-Te
Li-Fe-As
Li-Sc-N
Li-In-O
Li-Mn-N
Li-Co-F
Li-Cr-F
Li-Zn-Ge
Li-Ca-Bi
Li-Be-H
Li-B-Rh
Li-Fe-Ge
Li-H-Ru
Li-H-Os
Li-V-As
Li-Mo-S
Li-I-N
Li-Er-Cl
K-Li-Sn
Li-Ni-N
Li-Al-Se
Li-H-Ir
Li-Tm-O
Li-Lu-O
Li-Ti-F
Li-V-S
Li-Pd-O
Li-Nb-S
Li-Ce-As
Li-N-O
Li-Ce-N
Na-Li-S
Li-Sc-Ir
Li-La-Hg
Li-Mn-Pd
Li-Nd-Hg
Li-Ru-W
Li-Sb-Rh
Li-Hf-Re
Li-Ac-Si
Li-Ge-Ir
Li-Dy-Hg
Li-Hg-Pd
Li-Bi-Rh
Li-Bi-Pd
Li-Dy-Ir
Li-Pm-Ir
Li-Lu-Ir
Li-Tm-Tl
Li-As-Rh
Li-Be-Ir
Li-Hf-Ir
Li-Ac-Ga
Li-Tm-Ru
Li-Cu-Pd
Li-Ac-Ge
Li-Y-Ru
Li-Ac-Ir
Li-Ac-Ru
Li-Y-Os
Sr-Li-Tl
Li-Sc-Au
Li-Pm-Pt
Li-Pm-Hg
Li-Pm-In
Li-Pm-Pb
Li-Pm-Rh
Li-Pm-Ru
Li-Pm-Si
Li-Ti-Rh
Li-Mg-Ag
Li-Mg-Rh
Li-Nb-Rh
Li-Ac-Te
Li-Yb-Ir
Li-Yb-Rh
Li-Tb-Hg
Li-Ti-Ir
Li-Si-Pd
Li-Pa-Ru
Li-Pa-Pt
Li-Sc-Pd
Li-Sc-Tl
Li-Dy-In
Li-Ho-In
Li-Tl-Ag
Li-Tl-Bi
Li-Sc-Ru
Li-Sm-Hg
Li-Ag-Hg
Li-Ag-Au
Li-Zr-Tc
Li-Ac-In
Li-Ac-Sn
Li-Zr-Ir
Li-Ho-Ru
Li-Ag-Pd
Li-Gd-Ru
Li-Yb-Sn
Li-La-In
Li-Pr-In
Sr-Li-Hg
Li-Dy-Ru
Li-Hf-Rh
Li-Cd-Au
Li-Ca-Tl
Sr-Li-Sn
Li-Tm-Ir
Li-Zn-Pd
Li-Tm-Os
Li-Co-Si
Li-Ce-Tl
Li-Dy-Os
Li-Ca-Cd
Li-La-Os
Li-V-Rh
Li-Hf-Pt
Li-Si-Rh
Li-Lu-Au
Li-Ho-Ir
Li-V-Ir
Rb-Li-S
Li-In-F
Li-P-F
Li-As-F
Rb-Li-Se
Li-Ag-Ge
Li-Mg-Pd
Li-Tb-Tl
Li-Pm-Zn
Li-Er-Sn
Li-P-S
Li-Yb-Al-F
Li-Sm-Bi
Li-Ce-Cu-P
Li-Y-Cu-P
Cs-Li-B-O
K-Li-P-O
Li-B-P-O
Li-P-N-O
Li-Al-Si-O
Li-B-S-O
Li-Mg-P-O
Na-Li-P-O
Rb-Li-B-O
Li-Yb-Cu-P
Li-Zr-P-O
Ba-Li-Re-N
Li-As-Se
Li-Eu-B-N
Sr-Li-As
Li-Ca-H-C
Li-Mn-Sn-S
Li-Au-S-O
Li-Ce-Si
Li-Al-S
K-Li-Sc-F
K-Li-Ga-F
K-Li-Lu-Cl
K-Li-Tl-F
K-Li-In-F
K-Li-Ru-F
K-Li-Cr-F
K-Li-As-F
K-Li-Sc-Cl
Cs-Li-Gd-Cl
Cs-Li-Y-I
Cs-Li-Sm-Cl
Cs-Li-In-F
Cs-Li-Dy-Cl
Li-Zn-P-S
Li-Mg-Si-O
Li-Mn-P
Li-Mn-Cr-O
Li-Ti-Fe-O
Cs-Li-W-O
Li-Mg-Sn-Pt
Li-Zn-Si
Li-Ac-Hg
Li-Si-Pt
Li-Al-P-S
Li-Cd-Sn-S
Li-Cd-Ge-S
Cs-Li-Sc-Cl
Li-La-C-N
Sr-Li-Sb-O
Li-In-W-O
Li-Eu-Ir-O
Li-Sm-Ir-O
Sr-Li-Nb-O
Sr-Li-Ta-O
Li-Nd-Ir-O
Li-Pr-Ir-O
Li-Lu-W-O
Li-Y-W-O
Li-Ho-W-O
Li-Ca-Os-O
Li-Dy-W-O
Sr-Li-As-H
Ba-Li-Cd-P
Li-As-H-O
Li-Mg-H-N
Li-Mn-S-O
Li-Mg-Al-F
Li-Mg-Al-H
Li-Mn-V-F
Li-Ca-Ta-O
Li-Th-As-O
Na-Li-Mo-O
Li-B-O-F
Li-Zn-B-H
Li-Nd-B-O
Li-B-Se-O
Li-P-H-N
K-Li-H-N
Li-Ga-Se-O
Li-Ca-Si-N
Li-La-Ir-O
K-Li-Mo-O
Li-La-Si-N
Li-Ca-Ge-H
Li-Zr-As-O
Li-Al-C-N
Li-Sc-Tl-Cl
Rb-Li-V-Cl
Cs-Li-Cr-F
Ba-Li-I-O
Sr-Li-Ga-F
Sr-Li-V-F
Sr-Li-Cr-F
Rb-Li-Ga-O
Na-Li-Er-F
Na-Li-Ti-F
Li-Mn-Ge-O
Li-Mg-Ge-O
Li-Zn-Ge-S
Li-V-Cd-F
Li-Gd-W-O
Li-Tb-Ru-O
Li-H-C-N
Li-Mn-Te-O
Li-Tm-W-O
Li-Sm-W-O
Li-Tb-W-O
Li-Tb-B-O
Li-Cr-Cd-F
Li-Gd-S-O
Li-Sc-W-O
Li-Nd-W-O
Li-Cr-Ga-S
Li-Cr-In-S
Li-Nd-N-O
Li-Yb-Te-O
Li-Dy-B-O
Li-Tm-Te-O
Li-Sm-N-O
Li-Tm-B-O
Li-Pr-Te-O
Li-Er-B-O
Li-Pr-B-O
Li-Sm-B-O
Li-Ho-Te-O
Li-Mn-Se-O
Li-Eu-Ru-O
Li-Lu-Te-O
Li-Dy-N-O
K-Li-W-O
Li-Tm-N-O
Li-Tb-N-O
Li-Y-N-O
Li-Yb-N-O
Li-Gd-N-O
Li-Eu-B-O
Ba-Li-Bi-O
Li-Ho-B-O
Li-Cu-P-O
Sr-Li-Mg-Si
Rb-Li-Zn-S
Na-Li-Cd-S
Li-Mg-Co-F
Li-Zn-Rh-F
Li-Ge-Rh-O
Li-Mn-Rh-O
Li-B-P-C
Li-Co-Te-O
Li-V-Zn-O
Li-Zr-Tl-F
Li-Zn-Cd-P
Li-Ge-Te-O
Li-Nd-P-S
Li-U-As-O
K-Li-Zn-O
Cs-Li-Zn-S
Cs-Li-Mn-S
Ba-Li-Ga-Sb
Ba-Li-Te-O
Ba-Li-U-O
Li-La-Os-O
Li-Ca-Ga-F
Li-Ti-Ge-O
Cs-Li-Al-F
Na-Li-Sc-F
Na-Li-Cr-F
Li-Eu-Si-O
Li-Mg-S-O
Li-Y-B-O
Li-Ta-N-O
Li-Tm-Si-O
Li-Yb-B-O
Ba-Li-Ta-O
Li-Fe-W-O
K-Li-Fe-O
Li-Ga-Si-O
K-Li-Zr-O
Li-Zn-Si-O
Li-Ga-Ge-O
K-Li-Ga-O
Li-In-Ge-O
K-Li-Ge-O
Cs-Li-Be-F
Li-Nd-P-O
Li-V-Si-O
Li-V-P-O
Li-Pr-W-O
Li-Mn-P-O
Li-Cr-P-O
Rb-Li-V-O
Li-Fe-P-O
Li-La-Mo-O
Li-Ge-Pb-S
Li-Cr-Ge-O
Li-Ni-P-O
Li-B-Cl-O
Ba-Li-H
Li-P-H-O
Li-Mo-P-O
Li-Co-P-O
Li-U-F
Li-W-N
Li-Re-N
Li-Sb-P-O
Li-Mn-Ga-F
Rb-Li-Pb-O
Na-Li-H-N
K-Li-In-As
Rb-Li-H-N
Cs-Li-V-S
Na-Li-Ga-O
Na-Li-Fe-O
Li-Eu-H
Sr-Li-Ta-N
Li-Fe-As-O
Ba-Li-Ru-O
Ba-Li-Os-O
Ba-Li-Al-F
Li-Sc-As-O
Na-Li-B-O
Na-Li-Mn-O
Ba-Li-B-S
Sr-Li-Co-F
Rb-Li-Si-O
Ba-Li-Ir-O
Li-Sn-P-O
K-Li-Cr-O
Li-Zn-P-O
Li-Zn-Sn-O
Li-Pr-N-O
Rb-Li-Ta-S
Rb-Li-Mo-O
Li-Si-B-O
Li-Ca-Cr-F
K-Li-Nb-O
Li-Al-B-O
K-Li-Al-O
Li-Cd-Si-O
Na-Li-W-O
Li-Ca-B-O
K-Li-B-O
K-Li-Nd-F
Ba-Li-W-O
Ba-Li-Ti-O
K-Li-Si-O
Sr-Li-B-S
Ba-Li-Si-O
K-Li-I-O
Li-Fe-Se-O
Li-Ti-Pb-O
Rb-Li-V-S
Li-U-P-O
Li-Mo-I-O
Li-Y-Si-O
Li-Nb-Bi-O
K-Li-Pb-O
Li-Er-N-O
Cs-Li-B-S
Li-Mn-Si-O
Sr-Li-Fe-F
Na-Li-C-O
Li-Gd-B-O
Li-Pr-S-O
Li-Sb-S-I
Na-Li-Si-O
Li-V-Te-O
Li-Mg-V-O
Li-Ta-Si-O
K-Li-Mn-O
Rb-Li-Be-F
Li-Bi-Pd-O
Li-La-Au-O
K-Li-Te-O
Li-La-P-O
Ba-Li-Cr-F
Li-Ta-O-F
Na-Li-Ge-O
K-Li-Ir-O
Cs-Li-Cr-O
K-Li-C-O
Li-Co-Se-O
Sr-Li-Ge-N
Rb-Li-Dy-Br
Cs-Li-Y-Cl
Sr-Li-Ni-N
Li-Ca-Mn-N
Ba-Li-Mg-Ge
Li-Mg-Bi
Cs-Li-Lu-Cl
Sr-Li-Mn-N
Li-Ca-Ga-N
Cs-Li-In-Cl
Cs-Li-Nb-S
Ba-Li-Mo-N
Li-Si-N-O
Sr-Li-Ir-O
Ba-Li-B-O
Li-Ca-Al-F
Na-Li-V-F
Li-Sc-Si-O
Li-Gd-P-O
Ba-Li-Re-O
Sr-Li-Cr-N
Li-Eu-Ge-S
Li-Ca-Ru-O
Li-In-P-O
Cs-Li-H-N
Li-H-Cl-O
Li-Mg-H-Ru
Li-H-S-O
Ba-Na-Li-N
Sr-Li-Al-F
Li-La-Ru-O
Ba-Li-W-N
Na-Li-Al-F
Sr-Li-Ru-O
Li-Eu-P-S
Cs-Li-S-O
Li-Al-Ge-O
K-Li-S-O
Li-Te-H-O
Li-B-H-O
Li-Mn-Zn-O
Li-In-Si-O
Li-Si-P-S
Li-Sn-P-Se
K-Li-Co-O
Li-Mn-Fe-O
K-Li-Mn-S
Li-H-Br-O
Li-Ni-Sb-O
Li-V-Cr-O
Li-Co-Ni-O
Li-Mg-Sn-Pd
Li-Mn-Sb-O
Li-Co-B-O
Li-Ti-Te-O
Li-V-Sb-O
Li-Fe-Sb-O
Li-Nb-Fe-O
Li-V-O-F
Li-Co-Sb-O
Li-P-W-O
Li-Nb-Cr-O
Li-Fe-C-O
Li-Ti-Zn-O
Li-V-C-O
Li-Ni-Te-O
K-Li-V-S
Li-Bi-Br-O
Li-Ni-Sn-O
Li-Cd-Ge-O
Li-Bi-B-O
Li-La-Mn-O
Li-Ti-Cr-O
Li-Co-Ge-O
Li-Cr-C-O
Li-Cr-Fe-O
Li-Mn-Ni-O
Li-Cr-Co-O
Li-Fe-Sn-O
Li-Te-H-N
Li-S-O-F
Ba-Li-Nb-O
Li-Ti-V-O
Li-V-W-O
Li-Ti-Ni-O
Li-Bi-I-O
Li-Ti-Mn-O
Li-Nb-Co-O
Li-Fe-B-O
Ba-Li-Sb-O
Li-Be-Si-O
Li-Zn-Ge-O
Cs-Li-Ge-O
Rb-Li-Ge-O
Li-V-Sn-O
Li-Ta-Ru
Li-Fe-Rh
Li-Be-Pd
Li-Yb-Tl
Li-Sm-In
Li-Sm-Os
Li-Hf-Pd
Li-Cr-Si-O
Li-Ge-B-O
Sr-Li-Fe-N
Ba-Li-Fe-N
K-Li-Ta-O
Na-Li-As-O
Li-Be-As
K-Li-Ga-As
Na-Li-Al-P
Sr-Li-B-N
Li-Sm-Cu-P
Li-In-I-O
Li-Yb-In-Ge
Li-Ta-Ir
Sr-Li-Si-N
Cs-Li-In-Br
Li-Tl-In-F
Rb-Li-In-Cl
Li-Ce-P
Li-Be-P
Li-Mn-S
Ba-Na-Li-B-O
Cs-Li-B-P-O
Cs-Sr-Li-B-P-O
Cs-Ba-Li-P-O
K-Li-B-P-O
Li-Ca-Mg-Si-N
Li-Ca-Al-N
Na-Li-B-P-O
Sr-Li-Si-N-O
Sr-Li-Al-N
Sr-Li-Be-B-O
Rb-Li-B-P-O
Li-Si-Sn-S
Li-Sc-P-O
Sr-Li-Re-N
Li-La-Fe-O
Li-Ge-S-O
Sr-Li-Re-O
Sr-Li-B-O
Li-Al-H-Br-O
Ba-Li-Mn-V-O
K-Li-Bi-Cl
K-Li-Rh-F
K-Li-Ir-F
Cs-Li-Er-Cl
Cs-Li-Y-Br
Cs-Li-Tb-Cl
Cs-Li-Pr-Br
Cs-Li-Nd-Cl
Cs-Li-Nd-Br
Cs-Li-Ce-I
Cs-Li-Ce-Br
Cs-Li-Tm-Cl
Cs-Li-Pr-I
Cs-Li-Nd-I
Cs-Li-Ce-F
Cs-Li-Ce-Cl
Cs-Li-Bi-F
Cs-Li-Eu-Cl
Rb-Li-Tl-F
Rb-Li-Bi-F
Rb-Li-In-F
Rb-Li-Lu-Cl
Rb-Li-Sb-Cl
Rb-Li-Sc-Cl
Rb-Li-Y-F
Rb-Li-Bi-Cl
Rb-Li-Er-Cl
Rb-Li-Sb-F
Rb-Li-Y-Br
Rb-Li-Tm-Cl
Rb-Li-As-F
Rb-Li-Rh-F
Rb-Li-Ru-F
Rb-Li-Sc-F
Rb-Li-Ti-F
Li-Ti-Sb-O
Li-Fe-Bi-O
Li-H-I-O
Li-Nd-B-O-F
Sr-Li-Si-O
Li-Er-W-O
Rb-Li-Cd-C-O-F
Li-Ca-As-H
Ba-Li-Cd-As
Li-Mn-Sn-Se
Li-Mn-Ge-S
Li-Sc-Ge-O
Li-H-S-N-O
Cs-Li-Nd-B-O
K-Ba-Li-Al-B-O-F
Li-Nd-P-N
Cs-Li-Mn-P-O
Rb-Li-Nd-B-O
Li-Sn-H-O
K-Li-Nd-B-O
Li-Sc-H-Se-O
Cs-Li-B-P-Pb-O
Li-As-H-S-O
Li-Mn-H-Se-O
Na-Li-Mg-P-O-F
K-Li-Pr-F
Li-Mg-Zn-B-H
Li-As-Xe-F
Ba-Li-Al-C-N
Cs-Li-Gd-B-O
K-Li-In-Mo-O
Rb-Li-H-S-O
Na-Li-Fe-P-O-F
Li-Mn-P-O-F
Li-Sm-P-O
Li-As-H-N
Li-Mg-B-H-N
Na-Li-Ni-P-O-F
Li-Eu-C-I-N
Li-Be-P-O
Li-Ca-Mn-Si-H-O
Li-Zn-S-O-F
Li-B-H-N
Cs-Li-U-P-S
Li-Ce-P-O
Na-Li-Y-P-C-O-F
Rb-Li-Rh-Cl
Rb-Li-Ru-Cl
K-Li-Cu-F
Na-Li-Lu-F
Na-Li-Ho-F
Na-Li-Tm-F
Na-Li-Rh-F
Li-Lu-B-O
Li-La-W-O
Li-Fe-Ge-O
Li-Dy-Te-O
Li-Sm-Ru-O
Li-Be-B-O
Li-Er-Te-O
Li-Ga-P-O
Li-Nd-Ru-O
Li-Ca-V-F
Li-Pr-Ru-O
Li-Eu-Te-O
Li-Be-P-I-O
Li-Tb-Te-O
Li-Be-As-Br-O
Li-Y-Te-O
Li-La-N-O
Li-Sm-Te-O
K-Li-Sm-Mo-O
Li-Zn-P-H-O
Li-Lu-N-O
Li-Gd-Te-O
Sr-Li-Bi-O
Sr-Li-Cu-N
Rb-Li-Mn-B-H
Na-Li-Zn-S
Li-Ti-Rh-O
Li-Ni-Rh-F
Li-Ga-B-H-O
Li-Ca-Cu-N
Li-As-S-I
Li-La-Si-N-O
Li-Sc-B-H
Li-Mg-Al-Mo-O
Li-Mg-Cd-P
Li-In-P-H-O
Li-In-Fe-P-O
Li-Sc-P-H-O
Li-Ti-Fe-P-O
Li-Ti-Cr-P-O
Li-Ce-B-H-Cl
Na-Li-Be-F
Cs-Li-V-F
Li-Sm-Os-O
Li-Pr-Os-O
Li-Nd-Os-O
Na-Li-Y-Si-O
Rb-Li-As-O
Cs-Li-As-O
K-Na-Li-S-O
Rb-Li-Ga-F
Cs-K-Li-Ga-F
Ba-Li-Cu-C-O
Na-Li-Zr-Si-O
K-Li-Al-F
K-Li-Zr-Si-O
Li-Ca-Re-N-O
K-Na-Li-Cr-Si-O
K-Na-Li-Fe-Si-O
Li-Ca-Hf-F
Sr-Li-Ti-O
Ba-Li-Co-F
Rb-Na-Li-Si-O
Li-V-As-O
Cs-K-Na-Li-Si-O
Li-Zn-As-O
Li-Tb-P-O
Rb-Li-Zn-O
Li-Ti-P-O
Cs-Li-Mn-O
Rb-Li-Cr-O
Li-Yb-W-O
Li-Mn-V-O
Li-Mn-B-O
Li-Mn-As-O
Li-Ni-Ge-O
Li-Fe-Mo-O
Li-Mn-Fe-F
Rb-Li-Fe-F
Li-P-Pb-O
K-Li-Bi-O
Rb-Li-I-O
Li-Al-Si-Cl-O
K-Li-Al-H
Li-H-Se-O
Li-Cd-Ge-H-O
Na-Li-Al-H
Li-Fe-P-O-F
Li-V-P-O-F
Li-Cr-P-O-F
Li-Ni-P-H-O
Li-Co-P-H-O
Li-Bi-P-O
Cs-Li-Si-O
Na-Li-Co-O
K-Na-Li-Ti-Fe-Si-O
Cs-Li-V-O
Sr-Li-Nb-N
Cs-Li-Mo-O
Li-Co-W-O
Rb-Li-Nb-S
Li-Re-O-F
K-Li-Zn-P-O
Li-Ga-Si-Cl-O
Li-Ca-Mn-P-O
Na-Li-Ti-S
Li-Ni-P-O-F
Li-Be-P-Br-O
Li-Al-Ge-Br-O
Sr-Li-Ca-Si-O
Cs-Li-Ga-O
Li-Zn-Sn-S
Li-Eu-P-O
Ba-Li-P-O
Li-Ga-Si-Br-O
Li-Al-Ge-Cl-O
Li-Sc-B-O
Li-Ga-Si-I-O
Li-Al-Ge-I-O
Rb-Li-Zr-H-F
Li-La-S-O-F
Na-Li-Si-B-H-O
K-Li-V-O
Li-Mg-In-Mo-O
Na-Li-Mo-P-O
Li-V-Ge-O
K-Na-Li-Te-O
Li-Ca-Be-Si-O-F
Li-Be-As-Cl-O
Li-Ta-Ge-O
Li-U-P-H-O
Cs-Li-P-O
Li-U-Mo-O
Li-Be-P-Cl-O
Cs-K-Li-Fe-F
Li-Pr-C-N-F
Li-Fe-Mo-Cl-O
Li-Co-Si-O
Sr-Li-Ga-N
Li-Eu-C-Br-N
