Li-Zr-Se
Li-Hg-Bi
Li-Cd-Ag
Li-Zn-Si
Li-Ti-Pd
Li-Np-Rh
Li-Ac-Hg
Li-Ac-Rh
Li-Eu-Tl
Li-Gd-Os
Li-Mg-In
Li-La-Tl
Li-In-Ni
Li-Gd-Ga
Li-Si-Pt
Li-Th-Hg
Li-Pm-In
Li-La-Ge
Li-Nd-Sn
Li-Dy-Sn
Li-Yb-Ge
Li-Al-Ag
Li-Ca-Hg
Li-Y-Sb
Li-Zr-S
Li-Mg-Sb
Li-Hf-S
Li-Sm-Si
Li-Pr-Si
Li-Fe-Cl
Li-Fe-Br
Li-Ca-P
Li-Ni-P
Li-Ni-As
Li-Er-Ge
Li-Tb-S
Li-Gd-S
Li-Au-O
Li-Sn-Pd
Li-Cu-N
Li-Si-Au
Li-Mg-Sn
Li-Ga-Ag
Li-Al-Ga
Li-Cd-In
Li-U-Br
Li-Mg-Ir
Li-Co-N
Li-Cd-Sn
Ba-Li-Ge
Li-Ge-Rh
Li-In-Rh
Li-P-O
Li-Ni-Sn
Li-Ca-Si
Li-Ca-Ge
Li-Pd-F
Li-Gd-Ge
Li-Al-F
Sr-Li-Si
Li-Er-S
Li-Gd-Se
Li-Dy-Se
Sr-Li-N
Li-W-O
Li-B-Pt
Li-B-Pd
Li-Co-As
Ba-Li-H
Li-Ag-O
Li-U-F
Li-Bi-F
Li-Tl-O
Li-H-Rh
Na-Li-Si
K-Li-As
Li-N-Cl
Li-Ge-Au
Li-B-Se
Ba-Li-Sn
Li-Ag-Pb
Sr-Li-Bi
Li-Pd-Pb
Li-U-N
Li-Al-H
Li-Ca-N
Li-Al-Si
Li-W-N
Li-Ga-S
Li-Re-N
K-Li-Si
Li-Zr-O
Li-Cr-S
K-Li-Te
Li-Al-Te
Li-Fe-As
Li-Eu-H
Li-Sc-N
Li-In-O
Li-Mn-N
Li-Cr-F
Li-Ca-Bi
Li-Mg-Bi
Li-Be-H
Li-B-Rh
Li-H-Ru
Li-H-Os
Li-Mo-S
Li-I-N
Li-Er-Cl
K-Li-Sn
Li-Ni-N
Li-Al-Se
Li-H-Ir
Li-Tm-O
Li-Lu-O
Li-Ti-F
Li-V-S
Li-Ce-N
Na-Li-S
Li-Sc-Ir
Li-La-Hg
Li-Mn-Pd
Li-Nd-Hg
Li-Ru-W
Li-Sb-Rh
Li-Ac-Si
Li-Dy-Hg
Li-Hg-Pd
Li-Bi-Rh
Li-Bi-Pd
Li-Dy-Ir
Li-Ta-Ru
Li-Lu-Ir
Li-Fe-Rh
Li-Be-Pd
Li-As-Rh
Li-Hf-Ir
Li-Ac-Ga
Li-Tm-Ru
Li-Cu-Pd
Li-Ac-Ge
Li-Y-Ru
Li-Ac-Ir
Li-Ac-Ru
Li-Y-Os
Sr-Li-Tl
Li-Pm-Pt
Li-Pm-Hg
Li-Pm-Pb
Li-Pm-Rh
Li-Pm-Si
Li-Ti-Rh
Li-Mg-Ag
Li-Nb-Rh
Li-Ac-Te
Li-Yb-Ir
Li-Yb-Rh
Li-Yb-Tl
Li-Tb-Hg
Li-Ti-Ir
Li-Si-Pd
Li-Pa-Ru
Li-Sc-Pd
Li-Sc-Tl
Li-Cd-Au
Li-Dy-In
Li-Ho-In
Li-Tl-Ag
Li-Tl-Bi
Li-Sc-Ru
Li-Sm-Hg
Li-Ag-Hg
Li-Sm-In
Li-Zr-Tc
Li-Ag-Pd
Li-Gd-Ru
Li-Sm-Os
Li-Yb-Sn
Li-La-In
Li-Pr-In
Li-Dy-Ru
Li-Hf-Pd
Li-Hf-Rh
Sr-Li-Sn
Li-Tm-Ir
Li-Tm-Os
Li-Co-Si
Li-Ce-Tl
Li-Dy-Os
Li-Ca-Cd
Li-La-Os
Li-Hf-Pt
Li-Ho-Ir
Li-V-Ir
Rb-Li-S
Li-In-F
Li-P-F
Li-As-F
Rb-Li-Se
Li-Ag-Ge
Li-Be-As
Li-Tb-Tl
Li-Ta-Ir
Li-Pm-Zn
Li-Er-Sn
Li-P-S
Li-Ce-P
Li-Be-P
Li-Mn-S
