Li-Zr-Se
Li-Sc-S
Li-Ce-Sn
Li-Sb-Pd
Li-Si-Ni
Li-H-Pd
Li-Zn-P
Li-Ce-Sb
Li-Ce-Bi
Li-Dy-Sb
Li-Ho-Sb
Li-La-As
Li-La-Bi
Li-Sm-Sb
Li-Y-Bi
Li-S-O
Li-B-O
Li-Ge-N
Li-Ru-N
Li-V-N
Li-Os-N
Li-Sb-N
Li-Fe-N
Li-Nb-N
Li-Gd-Bi
Li-Ru-F
Li-Tb-Ge
Li-Dy-Ge
Li-Au-F
Li-Yb-Bi
Li-Ca-As
Li-Sn-Se
Li-Eu-As
Ba-Li-Sb
Li-Eu-Sb
Li-Hf-N
Li-Eu-O
Li-La-Si
Li-Sm-Ge
Li-Eu-Bi
Li-Rh-F
Li-Cd-Pb
Li-Al-Ir
Li-Y-Ga
Li-Ag-F
Li-Cu-S
Li-Re-S
Li-In-Bi
Li-In-Hg
Li-In-Pb
Li-Cd-Hg
Li-Pa-O
Li-Np-Ru
Li-Ac-Pb
Li-Ge-Pt
Li-Be-Pt
Li-Ce-Hg
Li-Mg-Cd
Li-Mg-Hg
Li-Mg-Au
Li-Mg-Pb
Li-Lu-Tl
Li-Gd-Al
Li-Pm-Ga
Li-Zn-Pt
Li-Zn-Ni
Li-Zn-Ag
Li-Sn-Pt
Li-Th-Rh
Li-Gd-Rh
Li-Zn-Sn
Cs-Li-Cl
Li-In-S
Li-Lu-Sn
Li-Sm-Sn
Li-Te-N
Li-Pr-Sn
Li-Gd-Sn
Li-Ho-Sn
Li-B-H
Li-Ce-Ge
Li-Si-F
Li-Se-O
Li-Sb-F
Li-Sn-S
Li-Ho-Ge
Li-Ce-F
Li-Th-F
Li-Cu-P
Li-Sn-F
Li-Lu-Ge
Li-Cu-Ge
Li-Ti-Se
Li-Ta-F
Li-Tc-O
Li-Pt-O
Li-I-O
Li-Eu-P
Li-Yb-Hg
Li-Ni-F
Li-Tm-Ge
Li-Ca-Sb
Li-Mg-Zn
Li-Cu-Si
Cs-Li-Pb
Li-Sm-S
Li-U-I
Li-Bi-S
Li-Cd-Sb
Li-Er-Br
Li-Sn-Ir
Li-Mg-Tl
Li-Zn-Cu
Li-Mg-Ga
Li-Mg-Ge
Li-Ge-Pd
Li-Ga-Cu
Li-Ti-Te
Li-Mg-Si
Li-Ti-S
Li-B-F
Li-Mg-As
Li-Ho-O
Li-Tl-Pd
Na-Li-Au
Sr-Li-Ge
Sr-Li-P
Ba-Li-P
Li-Co-Ge
Li-Al-N
Li-Pt-F
Li-Rh-O
Li-Y-Si
Li-Y-Ge
Li-Zn-O
Li-Ge-O
Ba-Li-Si
Li-Ga-F
Li-Cu-As
Ba-Li-As
Li-Y-S
Li-Dy-S
Li-Ho-S
Li-Tb-Se
Li-Y-Se
Li-Ho-Se
Li-Er-Se
Li-U-S
Li-Ni-Ge
Li-Ag-Sb
Li-In-Ge
Li-Sn-Rh
Li-Cr-O
Li-Tm-Sn
Li-Co-O
Li-V-O
Li-Fe-O
Li-Cu-O
Li-Fe-P
Li-In-Se
Li-In-Pt
Li-Ga-Ru
Li-In-Te
Li-In-Pd
Li-Ca-Pb
Li-Yb-Pb
Li-Sn-Ru
Li-Gd-O
Li-Mo-F
Li-Pb-O
Li-Al-Cl
Li-H-N
Li-H-O
Li-H-F
Li-Th-N
Li-Te-O
Li-Nb-O
Li-Ga-Br
Li-Ga-Cl
Li-As-S
Li-Bi-O
Li-Si-O
Na-Li-Se
Li-Br-N
Li-Zr-F
Li-Ag-Sn
Li-Ti-O
Li-Sb-O
Li-Be-N
Li-Au-I
Li-Au-S
Li-Ga-Rh
Li-Nb-Cl
Li-Ge-S
Li-Cl-O
Li-In-Ag
Li-In-Au
Li-Sb-Au
Li-Sn-Au
Li-C-O
Li-Al-Pd
Li-Al-Pt
Li-H-S
Li-In-Ir
Li-Sb-Pt
Li-Ga-Pd
Li-B-Ir
Li-P-N
Li-Sm-Se
Li-Sn-O
Li-Mo-O
Li-Mg-P
Li-Y-F
Li-Ga-Pt
Li-Mn-O
Li-Ru-O
Li-Mg-N
Li-Ga-N
Li-Be-F
Li-B-N
Li-Y-Sn
Li-Ga-Te
Li-Re-O
Na-Li-Sb
Li-Cr-N
Li-Al-O
Li-Ir-O
Sr-Li-Sb
Li-In-I
Li-Ga-Ir
Li-Co-F
Li-Ni-O
Li-Fe-F
Li-Mn-F
Li-Te-S
Li-V-F
Li-B-S
Li-Lu-F
Li-Ga-I
Ba-Na-Li
Li-Zn-Ge
Li-Nd-Si
Li-Eu-Si
Li-Sc-O
Li-Ga-O
Li-Al-Ge
Li-Fe-Ge
Li-Y-In
Li-H-Pt
Li-B-C
Li-V-As
Li-In-Cl
Li-Mn-Se
Rb-Li-Sn
Li-Si-P
Li-Ti-N
Li-Si-N
Li-Y-O
Li-Tb-O
Li-Ce-O
Li-Hf-O
Li-Ta-S
Li-Sb-S
Li-Zn-N
Li-Cu-F
Cs-Li-F
Li-W-F
Li-Pd-O
Li-Ta-O
Li-Nb-S
Li-Ge-F
Li-Ga-Ge
Li-Ce-As
Li-N-O
Li-Al-B
Li-La-Sb
Li-Nd-As
Li-La-P
K-Li-S
Li-U-O
Li-Mn-Pt
Li-Rh-Pb
Li-Tm-In
Li-Ho-Hg
Li-Hf-Re
Li-Ge-Ir
Li-La-Pb
Li-Ga-Au
Li-Pd-Au
Li-Pm-Al
Li-Ta-Rh
Li-Pm-Ge
Li-Pm-Ir
Li-Lu-Os
Li-Tm-Tl
Li-Al-Rh
Li-As-Pd
Li-Be-Ir
Li-Er-Tl
Li-Ac-Tl
Li-Er-Ir
Li-Y-Al
Li-Er-Os
Li-Er-Hg
Li-Ca-Al
Li-Er-Ru
Li-Hf-Os
Li-Al-Au
Li-Ca-Rh
Li-Gd-Ir
Li-Sc-Au
Li-Pm-Os
Li-Sc-Os
Li-Pm-Au
Li-Pm-Tl
Li-Pm-Sn
Li-Pm-Ru
Li-Mg-Rh
Li-Mg-Pt
Li-Pa-Pt
Na-Li-Bi
Li-Sm-Tl
Li-Gd-Tl
Li-Sc-Pt
Li-Gd-In
Li-Er-In
Li-Cd-Pd
Li-Ho-Tl
Li-Pr-Ge
Li-Pr-Tl
Li-In-Sn
Li-Pr-Hg
Li-Sc-Rh
Li-Si-Ru
Li-Zr-Pt
Li-Y-Tl
Li-Zr-Rh
Li-Zr-Os
Li-Zn-Au
Li-Ag-Au
Li-Ca-In
Li-Ac-In
Li-Zn-Rh
Li-Ac-Sn
Li-Zr-Au
Li-Zr-Ir
Li-Si-Ir
Li-Sc-Tc
Li-Th-Au
Li-Ho-Ru
Li-Ca-Sn
Li-Nd-Tl
Li-Nd-In
Li-Yb-Si
Li-Pr-Pb
Sr-Li-Hg
Li-Dy-Tl
Li-Cd-Rh
Li-Tm-Rh
Li-Ca-Tl
Sr-Li-Pb
Li-Ga-Ni
Li-Cd-Pt
Li-Y-Ir
Li-Zn-Pd
Li-Zn-Ir
Li-Ho-Os
Li-Al-Cu
Li-Tb-Ir
Li-Eu-Sn
Li-Ca-Ga
Li-Y-Hg
Li-Al-Ni
Li-V-Rh
Li-Si-Rh
Li-Lu-Au
Na-Li-Te
K-Li-Se
Li-Mo-N
Li-Co-P
Li-Zn-As
Li-Np-O
Li-C-N
Li-As-O
Li-Si-B
Li-Dy-O
Li-Mg-Pd
Li-Lu-Ru
Li-Lu-Rh
Li-Ti-Pt
Li-Nb-Ir
Li-Zn-Sb
Li-Cd-As
Li-Nd-Sb
Li-Pr-Bi
Li-Pr-Sb
Li-Sm-Bi
Li-Be-B
Li-Nb-Se
Li-Zr-N
Li-Sn-N
Li-In-N
Li-Y-N
Li-Ta-N
Li-Os-O
Li-Cu-Sn
Li-As-Se
Li-Nb-F
Li-Os-F
Li-La-Sn
Ba-Li-Bi
Li-Yb-As
Li-Yb-Sb
Li-Ga-H
Li-Er-O
Sr-Li-As
Li-Nd-Ge
Li-Ce-Si
Li-Eu-Ge
Li-Al-S
Li-Ir-F
Li-Ga-Se
Li-Mn-P
Li-Tl-Cd
Li-Tl-Hg
