entry_id,pretty_formula
mp-570755,KTaN2
mp-1279,TaN
mp-1184905,K
mp-570755,KTaN2
mp-1184905,K
mp-827,KN3
mp-582929,K8In11
mp-1184905,K
mp-54,Co
mp-1184905,K
mp-30,Cu
mp-23251,KBr
mp-1184905,K
mp-113,Tc
mp-22898,KI
mp-974713,K2H4Pt
mp-1184905,K
mp-24084,KH
mp-974713,K2H4Pt
mp-1184905,K
mp-126,Pt
mp-582929,K8In11
mp-569940,K3Bi
mp-1184905,K
mp-1185628,Mg149Sb
mp-7089,KMgSb
mp-1184905,K
mp-14017,K3Sb
mp-7089,KMgSb
mp-1184905,K
mp-1185536,KMg149
mp-1185628,Mg149Sb
mp-1184905,K
mp-11462,KHg
mp-1184905,K
mp-463,KF
mp-1217,KSi
mp-1747,K2Te
mp-1184905,K
mp-569535,Ca2Bi
mp-1184905,K
mp-1064227,Ca
mp-569535,Ca2Bi
mp-27145,Ca5Bi3
mp-1184905,K
mp-773137,KCaBi
mp-569940,K3Bi
mp-1184905,K
mp-773137,KCaBi
mp-27145,Ca5Bi3
mp-1184905,K
mp-971,K2O
mp-1184905,K
mp-74,Rh
mp-2146,KGe
mp-1184905,K
mp-23251,KBr
mp-2146,KGe
mp-1184905,K
mp-23193,KCl
mp-2292,La2O3
mp-7283,LaB4
mp-1184905,K
mp-26,La
mp-2680,LaB6
mp-2292,La2O3
mp-7283,LaB4
mp-1184905,K
mp-2680,LaB6
mp-1019777,K2La2B2O7
mp-2292,La2O3
mp-1184905,K
mp-2680,LaB6
mp-1019777,K2La2B2O7
mp-3919,KBO2
mp-1184905,K
mp-2680,LaB6
mp-1346,B6O
mp-3919,KBO2
mp-1184905,K
mp-2680,LaB6
mp-1076,KB6
mp-1346,B6O
mp-1184905,K
mp-7958,KLaO2
mp-971,K2O
mp-3919,KBO2
mp-1184905,K
mp-7958,KLaO2
mp-1019777,K2La2B2O7
mp-3919,KBO2
mp-1184905,K
mp-7958,KLaO2
mp-1019777,K2La2B2O7
mp-2292,La2O3
mp-1184905,K
mp-463,KF
mp-1184905,K
mp-35,Mn
mp-1186055,Na
mp-1184905,K
mp-1079679,K2CdSn
mp-8426,K2Se
mp-542374,KSn
mp-1202778,K3Cd16
mp-1184905,K
mp-1079679,K2CdSn
mp-8426,K2Se
mp-865798,GaCu3
mp-8426,K2Se
mp-1184905,K
mp-30,Cu
mp-568052,K2Ga3
mp-865798,GaCu3
mp-8426,K2Se
mp-1184905,K
mp-1138,LiF
mp-1184905,K
mp-67,Sc
mp-135,Li
mp-1111110,K2LiScF6
mp-463,KF
mp-1138,LiF
mp-1184905,K
mp-1111110,K2LiScF6
mp-1138,LiF
mp-1184905,K
mp-67,Sc
mp-1111079,K3ScF6
mp-1111110,K2LiScF6
mp-1184905,K
mp-67,Sc
mp-1111079,K3ScF6
mp-1111110,K2LiScF6
mp-463,KF
mp-1184905,K
mp-23193,KCl
mp-1184905,K
mp-145,Lu
mp-135,Li
mp-23193,KCl
mp-1184905,K
mp-67,Sc
mp-1186055,Na
mp-7396,Li3Tl
mp-1138,LiF
mp-1184905,K
mp-135,Li
mp-12283,Li5Tl2
mp-1077191,Li2Tl
mp-1138,LiF
mp-1184905,K
mp-12283,Li5Tl2
mp-7396,Li3Tl
mp-1138,LiF
mp-1184905,K
mp-1212012,K10Tl7
mp-1077191,Li2Tl
mp-1138,LiF
mp-1184905,K
mp-1212012,K10Tl7
mp-463,KF
mp-1138,LiF
mp-1184905,K
mp-510430,Li13In3
mp-1138,LiF
mp-1184905,K
mp-135,Li
mp-582929,K8In11
mp-463,KF
mp-1138,LiF
mp-1184905,K
mp-582929,K8In11
mp-21293,Li3In2
