material_id,pretty_formula
mp-1029,BaF2
mp-1045,Nd2O3
mp-1056,Tb2O3
mp-1153,Li2S
mp-11737,Li4SiO4
mp-1203391,K4Sr(SiO3)3
mp-1265,MgO
mp-15960,Li5AlO4
mp-16705,Pr2O3
mp-18337,Be3N2
mp-18510,Sr2SiO4
mp-218,Sm2O3
mp-22898,KI
mp-2292,La2O3
mp-23193,KCl
mp-23251,KBr
mp-23702,LiH2N
mp-2542,BeO
mp-2652,Y2O3
mp-2741,CaF2
mp-31417,Nd3TaO7
mp-3151,Li3TaO4
mp-3427,LiAlO2
mp-352,HfO2
mp-3536,MgAl2O4
mp-3637,YOF
mp-3963,K2CO3
mp-4202,BaAl2O4
mp-4481,Ca2SiO4
mp-463,KF
mp-5455,K6Ti2O7
mp-560869,K3VO4
mp-571222,CsBr
mp-5926,KCaF3
mp-614603,CsI
mp-626785,KHO
mp-6406,Na2MgSiO4
mp-6500,KRb2ScF6
mp-679,Er2O3
mp-7100,LaOF
mp-812,Ho2O3
mp-9212,NaAlO2
mp-981,SrF2
mp-984,BN
mp-988,Si3N4
